date,a2c,ddpg,td3,ppo,sac,dji_value,ensemble
2016-10-27,1090557.5980057286,1060687.404760952,1074049.721393999,1129296.7219556894,1030460.6164009229,1059522.0618257534,1050062.37718957
2016-10-28,1088131.719305681,1047002.2593924637,1075303.4857128635,1135997.3532609192,1016513.5667571878,1059026.9738118148,1043596.0700957592
2016-10-31,1091120.3990830777,1046354.6170674516,1078057.1598209124,1138524.6510575495,1014405.9081386647,1057932.4728194177,1039469.0708604152
2016-11-01,1083597.7049455137,1042465.4646141089,1075672.3305526644,1133392.8214043626,1011794.0168826265,1051790.9669386675,1032660.3015187556
2016-11-02,1079459.7253406558,1035049.4664152589,1070523.6626213666,1124663.4633719593,1004418.1207222607,1047274.1287641127,1027932.9881318389
2016-11-03,1074683.0331124836,1027835.5299337892,1067535.3586415704,1122167.3406723521,1000936.7520767755,1045584.7704685641,1025319.768998164
2016-11-04,1070932.0091801435,1026565.5147367272,1063258.2616450668,1121568.1946432006,998621.6837645997,1043112.861047234,1023896.5985269728
2016-11-07,1098188.0755282508,1050307.6876257882,1086693.8275734705,1142787.8787803368,1022526.1028784922,1064765.5302117013,1047213.1834955396
2016-11-08,1103341.4873151616,1051895.2502806468,1091234.874475777,1146960.4707217386,1025160.8940172425,1069030.5534336867,1052546.267418879
2016-11-09,1105004.7859367079,1075643.7649633847,1108955.5483439188,1182095.011143668,1048901.4540073911,1084013.9417331412,1068382.8765726269
2016-11-10,1108863.2902513323,1091526.550522329,1120141.587707926,1189836.5171325516,1065636.9558152468,1096737.2595130194,1067314.502856059
2016-11-11,1112983.3824865199,1093511.2904352807,1124904.9969037743,1187353.5044189466,1072477.7782979868,1099056.8954872282,1067314.502856059
2016-11-14,1109538.6539163797,1101436.8084391654,1130121.0074404003,1191725.550957747,1078190.6528700374,1100283.169387867,1067829.7564992858
2016-11-15,1115530.8973657873,1108450.8738644545,1140323.614966652,1204083.5436155007,1081679.2963293386,1103453.6916174556,1067211.5598258926
2016-11-16,1117828.2537637588,1103595.1161782264,1130424.9746949752,1199750.9505247707,1077527.9783635042,1100251.1657688385,1066039.2266092256
2016-11-17,1123559.5518716683,1105952.2863627088,1137004.307548415,1197667.2736428282,1083290.902973069,1102331.7426813368,1066764.6662939028
2016-11-18,1124871.977339185,1105531.8394584435,1138894.6440599756,1193926.003149921,1084088.2727799346,1100238.865445511,1064463.578850551
2016-11-21,1128333.1528054222,1110547.1736672914,1140206.397571192,1202811.168224827,1085886.6299750383,1105414.682053157,1066445.4285108522
2016-11-22,1130708.4282905248,1113303.9653403892,1142028.156596703,1206923.0799081333,1086035.3140592284,1109332.107249253,1071821.49559135
2016-11-23,1128214.553290864,1116908.0315058846,1144411.9273531614,1218723.3488771457,1088098.5396161026,1112790.662050098,1076068.878994556
2016-11-25,1132111.7070821873,1118181.8481765736,1147394.7665202047,1220073.2694266303,1090296.7133859794,1116811.956643183,1078693.8747097754
2016-11-28,1129765.8142826431,1116597.3409112922,1144139.4260068322,1215796.448466053,1088988.0666118357,1113649.065169733,1075702.742601087
2016-11-29,1134406.1388671806,1121141.9810109064,1145339.1811907527,1211460.7968165083,1092575.9576397738,1115031.0292739728,1080725.2028614783
2016-11-30,1123782.3012930017,1122607.7200848474,1150963.4835982565,1218122.0576050845,1093753.8393683326,1115146.5156429939,1078352.3472725654
2016-12-01,1111663.7213610122,1125368.6894870857,1157043.564462353,1221873.4368746511,1095754.5220420435,1119132.1620768053,1082889.3850113654
2016-12-02,1113530.6043181575,1124087.5680291534,1153924.6727296775,1218277.0114930999,1092365.1794787957,1117877.8707730314,1082632.125035932
2016-12-05,1118629.7046152635,1129596.4108460958,1164001.2057078297,1217332.1893742424,1104115.9967454018,1120549.774340319,1084012.9570690894
2016-12-06,1120146.387097048,1130907.039953678,1168287.3021419263,1219998.7348987267,1108434.7249698446,1122622.151037265,1084681.7182614112
2016-12-07,1142615.795653405,1143524.5771990716,1187477.4957131632,1239576.351382401,1120986.4717842469,1139989.979792164,1100852.5883213782
2016-12-08,1145497.8841167153,1147722.4585209023,1193365.9788015417,1234649.1095259713,1132143.3405692952,1143791.4630517086,1103562.5032078528
2016-12-09,1150499.728671355,1155180.737692897,1201390.3145706332,1240414.945889538,1139922.2088999469,1152074.1363265342,1112007.878066709
2016-12-12,1148582.8728932962,1153856.1549813454,1201803.6930056012,1243853.5430876012,1135619.002652781,1154382.1553287113,1113571.5055538916
2016-12-13,1160624.707496108,1164520.9718583617,1208774.941123872,1253864.5801970721,1143983.5212615149,1161075.353489084,1121061.5208298468
2016-12-14,1156038.3312851214,1158291.3452150403,1200787.5236707618,1235168.1253696252,1143694.997955472,1154154.713239032,1114393.1667534614
2016-12-15,1156864.2643312598,1162027.2045815112,1205667.1022468342,1241959.2750880579,1147776.8639519622,1157636.6158758227,1117451.7375923896
2016-12-16,1155636.5937476403,1159783.67576499,1203434.7697516466,1234816.1819978366,1142173.7116338252,1157121.7106743008,1117409.32913368
2016-12-19,1157564.8903681925,1158012.9789237233,1204914.062729847,1237503.5985285596,1144062.8633075387,1159433.829784254,1117908.3879658484
2016-12-20,1162016.6815059083,1164305.8570666304,1211974.7701980295,1246330.4654731136,1150051.6722615534,1164772.853459757,1123566.0556771064
2016-12-21,1160673.415519402,1162045.8866231118,1208073.2899880642,1241673.5834050747,1148525.5670030902,1162868.467289739,1123307.7469898963
2016-12-22,1159886.8266793364,1158765.0397977324,1206713.0968518117,1240214.76264587,1146329.8365483757,1161522.606912304,1121896.065602949
2016-12-23,1161205.3601698321,1161111.730762919,1207737.6807843288,1240544.5275843036,1147868.107161455,1162393.1964633842,1123793.3586918616
2016-12-27,1162152.7725682526,1162103.408648554,1208505.766364872,1242219.9368325043,1149268.980765664,1163047.9608968173,1124056.8209263587
2016-12-28,1154539.9241321373,1154183.7464619265,1201340.9781612402,1230946.1517072513,1142363.8200232766,1156554.3013148706,1117031.701427152
2016-12-29,1154375.486901399,1152017.196916023,1199187.5290676448,1230820.748095907,1139873.5529772849,1155743.7327859541,1116764.9655052924
2016-12-30,1147707.4110558906,1147286.9797297828,1198083.7783415087,1224921.2983325408,1136906.758728608,1152409.4340290956,1112902.5980564856
2017-01-03,1157006.7065216047,1158575.4321042537,1205403.7900811892,1233268.6141036937,1148705.8267910636,1159357.9777904,1123369.826257398
2017-01-04,1163327.0540538959,1167145.6068458979,1209513.0017313876,1231262.9293016645,1159544.8039997309,1162880.084261771,1130950.2327081198
2017-01-05,1164046.3649715488,1164975.1751570555,1205006.5294913573,1227710.148028681,1157183.4674123926,1160380.1574373057,1126690.102735303
2017-01-06,1171357.7289933274,1173590.9986170128,1211159.837262917,1228712.1827197028,1169129.0297529323,1164142.0063216833,1132995.7920894371
2017-01-09,1168491.6162230582,1170703.2301689838,1205193.551396083,1222918.3728167887,1166029.741945285,1159685.7586287057,1131010.4916800745
2017-01-10,1165661.5689278662,1170319.2727318853,1202340.0673525892,1226995.7311002496,1165386.5632144539,1157828.4098062282,1132615.7360752693
2017-01-11,1175196.0587407134,1177578.382814688,1214108.7696854328,1238596.7000997835,1172532.5872206646,1163586.7833936983,1134800.5630995955
2017-01-12,1172651.96541385,1173422.739207506,1209307.776626525,1232922.6572642454,1166650.7700571935,1159896.8002872812,1128163.5745529227
2017-01-13,1171644.287057159,1174212.8743814814,1211839.126431398,1235521.8754938454,1167852.7989290936,1159589.5199878549,1130228.664457464
2017-01-17,1171016.8978301801,1167362.9841201976,1199382.138742834,1230701.0594058111,1157845.5216404474,1156151.351834007,1127155.156486078
2017-01-18,1170094.1241778363,1166045.3720327325,1201263.0973743105,1232967.4761997303,1158513.7876443593,1154865.626370618,1129616.0380133605
2017-01-19,1169217.2595276604,1160809.6349946894,1194849.3308147672,1229319.6669470435,1151488.0676775728,1150648.4377393513,1125093.664303678
2017-01-20,1175202.6895660677,1163606.483773058,1200413.9483147277,1235411.4877629266,1156982.0767111548,1156179.3692371421,1128697.61200617
2017-01-23,1174247.0332194793,1160257.9679980092,1198917.5904011107,1233432.7469241833,1153275.1438895462,1154581.580015255,1125753.1646927905
2017-01-24,1188601.6455184445,1169887.303866281,1199618.0802066189,1245358.0294577964,1162074.6857820384,1161162.8224549692,1131768.6504624954
2017-01-25,1199880.7804931614,1185600.122226894,1208061.9420659665,1258386.9708251317,1177938.2317287477,1170247.8640431596,1142740.559625927
2017-01-26,1200190.806929228,1186077.0593853283,1208697.8439255145,1252776.3822879642,1180952.5783456715,1172137.2164846656,1142703.269038448
2017-01-27,1204873.4611500234,1186551.6576979186,1206962.306018515,1258924.2064689284,1183250.4060566125,1171721.3972210612,1149426.2052204262
2017-01-30,1197729.6988566797,1177069.3590794082,1199303.2047073012,1243917.4320895623,1177291.729689793,1164569.4425573195,1143194.1079630964
2017-01-31,1188876.487360987,1172036.8380860088,1193112.2028141432,1237553.3673538547,1169519.7980073828,1158327.5979279426,1140772.8468137546
2017-02-01,1187946.3586388063,1175219.7129255983,1190596.563248196,1233139.9786027884,1174917.07673927,1159893.2696389186,1145343.0419487492
2017-02-02,1187121.7660506761,1174009.7400081242,1195924.0998268614,1230065.3708775393,1174387.4046669179,1159541.6853971363,1143140.5682968786
2017-02-03,1200678.8605129789,1191578.4622164234,1212613.660757281,1233162.5706710794,1195690.5879298986,1170419.9546778647,1159058.1656998708
2017-02-06,1198129.8180853545,1190112.5631228418,1210418.4786204863,1231274.6479076778,1194134.3696592676,1169309.6227137775,1156375.453309898
2017-02-07,1202839.234233947,1194461.5405603591,1210770.5090853493,1232335.2847702268,1198095.8618015049,1171517.8724267415,1159789.6763327138
2017-02-08,1201414.205245505,1194406.1101025534,1210475.4667189836,1231379.0121813803,1195823.2138637623,1169421.5784344359,1162287.7521669422
2017-02-09,1200653.442274662,1201303.5412682171,1220126.553685049,1243381.7464261965,1202700.710744661,1176306.001065801,1165612.7120268112
2017-02-10,1204484.4248224103,1208897.9491765676,1224000.6995285237,1256300.6123913564,1208696.7514293143,1181960.505256282,1170948.8096043011
2017-02-13,1213209.5383552834,1218113.221388816,1234901.4984282344,1272792.5315631756,1217254.4463845666,1190287.026905933,1179538.2610716568
2017-02-14,1218338.1980972644,1223944.4293278493,1241205.8833587603,1274413.2582440649,1224379.8060018166,1195666.3683078985,1183238.4600818723
2017-02-15,1225967.5670236584,1233163.94011795,1250272.9966585448,1282929.3710257197,1232275.4291092253,1201932.0163407526,1193570.133000719
2017-02-16,1227685.095156869,1233267.351463858,1250811.0441024415,1279219.4457803052,1233039.9422294856,1202393.2784655397,1195660.7010707336
2017-02-17,1224291.9418047967,1234635.1703489877,1253579.5818666145,1282798.370062955,1237731.639913133,1202642.9294723384,1198678.1958607442
2017-02-21,1231054.475030597,1242977.5967762985,1259628.7676023666,1285869.6517893695,1243003.3379241736,1209579.1729103155,1203999.4442966117
2017-02-22,1230042.9026452168,1242199.516123397,1260858.8453455446,1284136.4118691725,1242729.9633412384,1211480.1423238527,1204664.2183968122
2017-02-23,1235867.6437116342,1244734.8775718804,1263481.33344191,1274075.688143222,1246258.4326270625,1213504.7983219633,1207537.7224787995
2017-02-24,1238739.1821727476,1244427.88075094,1259576.7720611866,1274091.1127848416,1244364.6997478,1214171.863078724,1210106.2142933442
2017-02-27,1238375.6608303154,1250050.000402109,1260624.1646311176,1284144.8118141047,1247042.4923516621,1215086.187112747,1214994.210633848
2017-02-28,1237116.6818752564,1248919.5598537773,1258824.4851947774,1279304.4390476823,1247683.0306280118,1213616.7540426217,1214172.5906892123
2017-03-01,1252815.6488765988,1266763.5822421247,1280112.4292567126,1298185.7264959763,1267599.8894690145,1231303.5939608605,1233408.779910154
2017-03-02,1245067.0830971973,1257680.4189056007,1272971.6974682596,1273714.7242433273,1258624.703229635,1224738.7519522498,1224826.7447722298
2017-03-03,1244791.178051781,1258307.8563616301,1273543.5596329246,1276478.9516643453,1261284.2649910578,1224898.5422636268,1227411.941520334
2017-03-06,1243319.8982100915,1256469.4705651724,1268807.678467956,1276859.9534470066,1258136.521865142,1221902.9579658096,1223738.8773238426
2017-03-07,1245772.9018387806,1254385.1855761672,1265904.1287729975,1275569.855266142,1257174.5457845144,1220178.0654028698,1222695.1164847238
2017-03-08,1244785.959968157,1249508.0879859445,1262489.9020079856,1258089.293482027,1255981.665304883,1216152.7845938911,1222877.8401427248
2017-03-09,1243739.5315831052,1247713.6964651453,1264237.922776901,1250304.1101989218,1255161.5754896475,1216296.1744741644,1223705.1080617502
2017-03-10,1248171.6162554668,1250833.8566388423,1266651.4691536084,1257734.3588253977,1254377.3924114264,1218908.057019288,1229693.7438074397
2017-03-13,1243812.0701567186,1248691.3157319757,1263242.071131098,1255850.4300590625,1253435.0513813454,1217654.3351749273,1228845.7664787136
2017-03-14,1240322.2812070819,1245433.3307020427,1259189.5552265337,1247927.6912272077,1252941.4165260566,1215082.0870049703,1225510.1930501878
2017-03-15,1244279.5518845273,1251346.4703688961,1263979.184156307,1260813.634463285,1254402.937029006,1221655.6986885462,1233011.4976215912
2017-03-16,1245141.8067531006,1249574.9731029829,1262348.2397055982,1255526.5327597691,1254944.0417928353,1220749.0054106617,1227696.5166384445
2017-03-17,1245200.7171495797,1235852.9361208733,1258928.3716098026,1254925.0334984295,1241452.5688186581,1219586.73874808,1209018.059995344
2017-03-20,1242341.876994477,1234491.936669263,1254638.8174858303,1264659.3764060915,1240427.071390386,1219075.9336543337,1208969.670217897
2017-03-21,1230167.774459204,1215454.586791263,1236959.252026511,1244058.1550376369,1219083.2758724736,1205206.294075447,1194746.9546867388
2017-03-22,1235682.7592562977,1214026.6741673327,1235465.0001329836,1246575.4988787244,1220749.6672567707,1204815.0754584975,1198285.3701962011
2017-03-23,1233586.2478061256,1212364.891118736,1233744.8371268723,1243243.8973923195,1220400.5280866714,1204539.7987780995,1194853.6750125997
2017-03-24,1232203.0234178295,1209054.5992680462,1228336.077891323,1242378.844514188,1214887.7592621672,1201049.2403582265,1192065.1642852551
2017-03-27,1231929.5898048694,1205039.7572828275,1223150.6373582692,1237386.7386899504,1211325.916940838,1198382.0063581283,1189778.4913880632
2017-03-28,1237928.1845572542,1213657.5342021293,1232765.4512929088,1249857.1507379585,1219957.184042484,1207159.1981874793,1196047.9123195857
2017-03-29,1235143.8481727273,1210369.4475857513,1230854.0595305287,1251240.7239070758,1215829.920161234,1204699.5890894767,1193146.3869594934
2017-03-30,1239328.7030347262,1215311.9334943197,1234569.020417893,1253002.537273907,1222491.757723986,1208733.070114007,1197337.4625769118
2017-03-31,1239650.2245893674,1212112.9903358186,1229995.5384951725,1248931.0872238525,1220206.008846495,1204927.0311791557,1195353.9185281007
2017-04-03,1241668.6561605877,1211479.7827473767,1227852.4126274863,1245708.9844088745,1218255.2654562602,1204168.3973487339,1193038.599692745
2017-04-04,1241928.7742264927,1214554.8148671165,1230039.6841204371,1256767.575209636,1220803.0816624048,1206444.2988399998,1196783.7921251485
2017-04-05,1243449.2141960817,1210083.4496239158,1227808.5414781433,1252717.7873345357,1217448.0849297082,1204048.2414125234,1195623.7171547164
2017-04-06,1241737.352476085,1212292.5455019963,1228350.4196719415,1262172.0381683384,1218283.7055472133,1204911.2002074656,1195367.3637829951
2017-04-07,1241216.5248284326,1214281.832983947,1226712.5354787426,1261872.7279989878,1217785.6236051295,1204511.7813749644,1196955.373242895
2017-04-10,1237560.730728631,1213739.8344715815,1228261.432994942,1270875.8988876229,1215548.173860896,1204623.7370956228,1194386.8390992486
2017-04-11,1237899.7944698718,1213938.0956852306,1226997.5468826026,1269847.0312896187,1215944.88625763,1204231.94901926,1194261.7574258458
2017-04-12,1234120.3981562366,1208389.003738694,1223328.4507143807,1257986.08664263,1210986.282680641,1200765.763462277,1189736.370351734
2017-04-13,1228308.2060407416,1199201.272589189,1213104.9599674677,1241533.1789624628,1203964.3266374916,1192683.0843334086,1183089.978428909
2017-04-17,1240687.6030605077,1211073.6701105265,1224151.6405752243,1251342.0589777092,1215765.2164457212,1203393.363087208,1192449.7370635737
2017-04-18,1241402.1770526126,1201852.7948672571,1210331.0853321939,1250310.586607655,1199607.2571934143,1196766.677786311,1187346.156273424
2017-04-19,1235662.9721381532,1196250.3813830107,1205951.8385634683,1242996.523588437,1190870.899396443,1189839.7734827122,1185298.763013109
2017-04-20,1249381.1671942947,1210005.4997232154,1212957.8256508568,1257776.0705608698,1205227.393886025,1199999.0433081854,1195487.0148453235
2017-04-21,1249333.1777492377,1206206.5690106335,1211849.8570547793,1257449.2984484085,1201583.5622397307,1198194.198643616,1194899.6029141175
2017-04-24,1260143.1235053984,1219669.5252014084,1230951.1510674264,1278519.2446202494,1215091.5526186759,1210797.3604872841,1209992.992999958
2017-04-25,1272148.5958365246,1238954.7429741416,1239453.0377388208,1322271.4559353166,1231511.2852722644,1224339.2192278653,1217350.2672660484
2017-04-26,1270009.7755647982,1236406.0216207274,1239081.0551900088,1321536.7220181942,1228618.6415580527,1223112.9453272268,1218596.3491667784
2017-04-27,1275418.3190692924,1235580.3051419458,1239090.4215447584,1311003.2073664272,1229641.9849029442,1223476.8298923369,1217670.544301025
2017-04-28,1267434.1380434555,1235271.7867409019,1236749.0392845902,1312325.9618367287,1227162.1009480131,1221096.4895446678,1218536.3107758674
2017-05-01,1268423.9616690937,1233372.1293065094,1236149.3841405357,1311861.4563721959,1226091.7933764881,1219519.20086166,1215557.6272930868
2017-05-02,1276667.9738485126,1235111.7610639473,1236374.7299451432,1307155.1456562546,1228938.230681078,1221643.512257101,1221217.8649480112
2017-05-03,1276400.2047910418,1235489.0093771638,1241365.2041140269,1310251.7220825527,1226564.6774424368,1222110.582867904,1220232.236899387
2017-05-04,1278670.0990591869,1234965.287103021,1241107.5182351004,1296512.947603836,1227050.5026697123,1221735.6507901757,1222973.5179730642
2017-05-05,1277004.1480017686,1235554.469088539,1244662.5728116082,1301126.049192541,1227847.291710514,1224970.1802578215,1223994.99409136
2017-05-08,1276097.1711908842,1235132.0461286155,1242064.3565035914,1302362.0737260461,1225688.3228847473,1225281.5606650235,1223740.1920581798
2017-05-09,1274426.1401543429,1234005.898719507,1237127.781971517,1299625.8251830875,1226122.2659486101,1223153.149161807,1225573.6641705588
2017-05-10,1271094.2257986285,1231332.024794336,1239897.8488926487,1308085.6871864677,1220013.4511402813,1221248.0796404935,1216074.7360027847
2017-05-11,1268020.224624453,1230218.830745207,1239125.4573993417,1308884.3110362322,1218875.3743421119,1219866.6849956668,1214078.9251972502
2017-05-12,1268796.2699550497,1228201.3626691683,1236228.9925199742,1306204.420518871,1218587.1457334578,1218536.541698039,1216441.3395207308
2017-05-15,1273353.5587544225,1233963.710301618,1241818.0626725433,1317255.0580639523,1225578.191570898,1223512.364159728,1223802.801407097
2017-05-16,1274893.0141233199,1232958.4761014397,1243095.6042415095,1318780.1142195682,1228594.2633191743,1223384.691359262,1224431.890031189
2017-05-17,1256356.0949189116,1206742.1895714465,1216579.9152344803,1291677.0142592255,1198723.8019060283,1201644.5532289087,1204652.437603214
2017-05-18,1260447.1754177655,1209442.1143386012,1218034.1595452046,1294195.7177926393,1200854.491332714,1204915.300315241,1208937.369682024
2017-05-19,1268252.6666094987,1215041.1307185108,1221067.6957895372,1308349.551371164,1206265.9341857429,1213185.2176992083,1207728.4484638767
2017-05-22,1280396.8364089718,1218629.2479887356,1227990.4430479077,1310230.8105072095,1209876.5067136777,1218432.7861929324,1208075.565258539
2017-05-23,1281035.9814837307,1222881.6082229754,1232344.596389707,1318164.6301384459,1212971.948085137,1220944.8994488427,1208335.816335695
2017-05-24,1288551.558321571,1228974.7158411266,1238091.900471898,1318457.687510148,1223099.2774894799,1225289.7608805753,1209304.607971529
2017-05-25,1298143.3332937842,1234600.4014491206,1243051.6947290534,1324610.5259884414,1227045.915424818,1229402.5106554395,1211402.0026862985
2017-05-26,1296525.4667529839,1234451.581185095,1244297.8937839137,1328276.073462073,1227749.2893793257,1229246.8204518384,1210678.914572115
2017-05-30,1296050.9725621657,1227950.6062258496,1238844.5876610426,1324028.5782805076,1221808.7850317245,1226284.0370162285,1209367.3577227648
2017-05-31,1296165.809968807,1224608.9988864353,1232321.944634016,1322809.4584238608,1215870.1053136848,1225069.9495470347,1209192.2753153322
2017-06-01,1304854.2464853108,1236112.4064141621,1240565.4746013095,1330244.3895212493,1225606.550281677,1232973.0211769429,1215717.3540434302
2017-06-02,1314035.8874783863,1242615.1152041296,1242135.516275923,1334993.3568517906,1231301.6040752651,1236594.7830456444,1220044.1025464172
2017-06-05,1314493.4999166732,1243160.2648729295,1242747.0467491457,1332437.4855003993,1231372.5351179473,1235297.3267183409,1219816.0521992587
2017-06-06,1310196.813211633,1237471.391538846,1238918.7163924007,1326322.8686837351,1226732.1990514677,1232509.4812145021,1218176.341776615
2017-06-07,1315067.0336302633,1243412.9274431556,1240654.6329059002,1321245.8578486058,1232457.6419911764,1234693.8136321066,1225172.3866140307
2017-06-08,1316065.9929676438,1248073.5241167739,1244802.4334194,1328408.6057275743,1236186.024218457,1235209.2882930422,1223118.329447336
2017-06-09,1303758.7007633105,1250106.8472044088,1251019.8228273257,1334001.1274016467,1239788.4659913061,1240424.8531677376,1225912.5939603746
2017-06-12,1295186.5411367312,1248284.8044791683,1252038.287970076,1336641.963306916,1237351.7688338864,1238308.0586365524,1223444.8780135058
2017-06-13,1305622.374026818,1253765.7603295627,1257938.650994775,1338010.7334851148,1242827.6909275225,1243719.5175494293,1230387.0443913974
2017-06-14,1306479.6828958015,1257755.5203008363,1262195.0612827926,1331373.5241372185,1247103.495133904,1246407.1381965242,1235844.2539916895
2017-06-15,1303168.8137695326,1254386.4265883623,1259437.3183290204,1337246.679647104,1244990.9570643278,1245552.2657252513,1230623.5461743907
2017-06-16,1307054.1648492778,1248585.5681593209,1257362.327496791,1335523.6100163793,1245173.8351348373,1246973.8642046582,1229969.634744749
2017-06-19,1317238.143784825,1261806.802728184,1267575.4587718844,1341184.9939631897,1257839.5536599318,1255412.3415749676,1241002.7677171477
2017-06-20,1312222.0112518747,1258623.6812462918,1261841.576046346,1331761.7475780682,1255766.7657287873,1251805.7273266604,1238610.9087231995
2017-06-21,1312632.7574312573,1259674.561234339,1256353.6350103868,1311121.0562035423,1258337.967094114,1248475.4147856948,1247445.763198572
2017-06-22,1314053.720128951,1260484.6656793556,1252038.0551225308,1308760.2205785047,1259821.851653988,1247732.4980350803,1250388.630971258
2017-06-23,1317847.1689105802,1259299.4044906462,1250199.9402007912,1312389.90369686,1259278.186479646,1247585.008047031,1247171.9478732126
2017-06-26,1314513.5032121423,1262652.3266355658,1254003.2188186254,1313396.7163970743,1263176.8126035654,1248447.5112744423,1249637.9923251015
2017-06-27,1306154.338460711,1256664.255292078,1247125.186362609,1307844.6044003372,1256890.03107862,1242680.9374714203,1242421.2478441638
2017-06-28,1316978.1751149602,1267555.0840279483,1254761.8670808608,1324386.1939536815,1267438.582330895,1251074.9970074908,1253177.373536199
2017-06-29,1301172.9916913018,1261689.7036373832,1247948.3528522209,1317459.354394726,1258820.5115000585,1241302.959583074,1244228.724616514
2017-06-30,1302020.206612685,1265682.1479205317,1247160.5272658155,1327927.7344809696,1257129.9928267668,1244953.4222062065,1249867.1843888834
2017-07-03,1302259.09937273,1271984.4338910193,1258771.9022268173,1328939.5283043457,1266568.667624927,1252512.995918001,1256714.3568297862
2017-07-05,1313248.2776828564,1277638.9665569877,1260644.2942991522,1331531.1717700576,1270716.8753960247,1252448.8747880613,1259159.351187849
2017-07-06,1301961.9085802585,1267882.154823417,1251884.2659986287,1321167.4802232028,1261174.4794674541,1243227.8462919707,1248283.057419132
2017-07-07,1313241.6429447397,1272597.6373619796,1255293.7374895567,1325022.3154738566,1266230.8560013077,1248726.774170733,1252773.464908579
2017-07-10,1315684.1817957365,1273993.3819887433,1253727.0706282689,1326551.6548058288,1269221.033008527,1248387.3763603957,1252209.6262018832
2017-07-11,1316658.7330873767,1276571.0876725023,1251978.3653170925,1328627.7061627482,1272518.1129812382,1248419.493871307,1251328.7148813035
2017-07-12,1327584.5174445186,1282713.5864076214,1258625.5918970895,1336791.5656163082,1279560.1873659694,1255596.0491817037,1256862.0743240528
2017-07-13,1324778.2739096961,1285206.9604142646,1262762.1436764458,1339214.7422832602,1282733.3760793048,1256817.6535151533,1255857.620898813
2017-07-14,1334581.2164263304,1291959.6561614566,1264115.625698258,1346375.5861526425,1287597.833597877,1261753.8416016751,1262159.913995691
2017-07-17,1331767.6013925364,1291465.6002678121,1262912.440832665,1347326.3284680364,1287127.1951189348,1261286.2015314586,1260081.8971708163
2017-07-18,1333401.5717423526,1285476.8434266998,1255263.2422962913,1340669.8021929192,1282298.5790218608,1258079.5755750658,1262586.0982162112
2017-07-19,1335203.4503190755,1289504.3263823413,1260304.234288471,1349548.0048283075,1283325.5802696876,1261929.3489928595,1271611.1132663975
2017-07-20,1339356.3385720744,1291992.6521007684,1259776.2794296006,1347635.5200488167,1284320.947745429,1260239.9906973108,1277359.7091248035
2017-07-21,1340897.5525768464,1290131.1224898861,1255039.880668261,1339497.3438094943,1281940.8702401216,1258390.9559822676,1275733.102386007
2017-07-24,1336686.3589312583,1288223.379760438,1254603.3470083391,1350551.6256261144,1275820.3714205227,1254489.8173253925,1268569.016941885
2017-07-25,1339610.4825163528,1303392.4542863932,1256565.1865399594,1390164.214748172,1287499.7137108385,1260336.2293381614,1281282.2619322662
2017-07-26,1350376.8388198684,1310791.0742726468,1255415.3590762333,1383717.0997223537,1300292.886572978,1266026.3816879163,1280000.9965212783
2017-07-27,1348544.912041768,1311151.5805420533,1260046.132863825,1388731.204325882,1303888.9221861016,1271014.5044729323,1280000.9965212783
2017-07-28,1350583.3701839945,1318378.0797418263,1265825.539051247,1391714.110720443,1307945.8141170337,1272983.1256647725,1280365.099675842
2017-07-31,1354010.7280961836,1323108.2954486918,1272329.9760750802,1394530.7642371752,1311142.9057425985,1276529.03553962,1280923.3236332848
2017-08-01,1361508.2273207132,1324578.3355248072,1282905.8749093045,1396405.8924802253,1310630.0500678879,1280774.2415740222,1281332.3285292585
2017-08-02,1366775.8303872817,1325090.120710777,1282207.8346325366,1398314.0091788783,1308249.787668033,1283825.1773268138,1282487.8284983593
2017-08-03,1368075.3323359978,1324168.7873576214,1282616.895271569,1398336.830280664,1305827.8150905212,1284400.1035504998,1281590.8418827967
2017-08-04,1368002.4358246764,1328085.343912685,1290783.3402666033,1405296.299830739,1309905.637715332,1288290.1946947565,1285143.093883987
2017-08-07,1370983.8507863714,1334031.3744757106,1292980.636474821,1408754.0230939959,1314421.5138426113,1289783.5450602416,1288802.642758079
2017-08-08,1370218.7123011486,1331735.4566954072,1289510.8931266873,1408424.2951086045,1312947.4877736429,1287854.5582435685,1287477.9103922802
2017-08-09,1367837.952858177,1328903.4516040792,1291058.233679008,1410210.443178216,1303282.9525468391,1285717.9465248,1284518.888598724
2017-08-10,1355001.442282901,1311254.14315532,1274969.1028036666,1393079.961925158,1287419.7942958828,1273781.963329775,1271899.9848835904
2017-08-11,1358844.7250698705,1313967.13866252,1271323.0435728917,1393220.9385630433,1290826.4300706098,1274616.4491540508,1273153.5723927456
2017-08-14,1372678.5843466069,1325913.6968855883,1283643.0863247905,1402979.223030211,1302078.216765015,1282511.4344602898,1283077.623662277
2017-08-15,1376180.6327958289,1327876.7994742212,1283438.451874695,1402729.0704003056,1306280.6251738772,1282819.2842191295,1286033.4683888394
2017-08-16,1379604.7660483443,1329384.178110553,1285196.5434303964,1405971.57837506,1308802.6798140714,1284328.3516644218,1284343.9617817835
2017-08-17,1363370.871538906,1312540.9612599998,1267722.0778180652,1390899.821014351,1291534.24274742,1268342.6009056456,1268851.1194355923
2017-08-18,1358801.3615485344,1307421.8618384793,1264674.3322599141,1393404.300401555,1289102.5935387793,1263897.9701846996,1266590.0833332974
