,date,a2c,ddpg,td3,ppo,sac,dji_value,ensemble
83,2016-05-03,1033365.9938114079,1040828.1079062816,1002769.8760838722,1043871.4517405179,1033801.0895391299,1035102.503263857,1027737.28999602
84,2016-05-04,1027581.9457926372,1034930.4954591894,995754.2492209419,1039882.7347858122,1027182.9714346193,1029291.6255184792,1024695.352228663
85,2016-05-05,1030812.8213411325,1037730.1608224679,996426.9916358435,1040558.2909238207,1029208.4672355286,1029842.7483386883,1027144.3036160684
86,2016-05-06,1033777.1920468677,1041481.4560887396,996444.681049936,1043664.0617194343,1032887.555406291,1034503.0902853989,1030787.6813149668
87,2016-05-09,1037086.1967372433,1041066.5950558131,999798.1892211316,1045961.4660316063,1030520.9847058685,1032478.4342872886,1034248.4386830544
88,2016-05-10,1049501.121210575,1055021.746713681,1013403.2527842073,1056331.682509541,1043942.8775948086,1045449.46691196,1045022.9511189676
89,2016-05-11,1034741.8672187601,1041748.5656446868,1005058.4789729171,1045043.6161221816,1033654.6849700159,1032782.1839383524,1034531.3938966012
90,2016-05-12,1034886.8215129954,1041200.5178368222,1002071.5307195169,1047655.6979040849,1033790.736283573,1033329.2066507858,1034788.450125239
91,2016-05-13,1027861.3469867306,1031888.3964361423,995478.7912483683,1039657.1658746876,1023925.5132123894,1022530.8894716869,1029131.0161137796
92,2016-05-16,1036830.7429758064,1040036.7167740272,1004223.140333382,1046808.6983522029,1033455.3867949676,1032758.3805348754,1038487.6079335428
93,2016-05-17,1024737.1614451994,1029088.5921741277,991989.2429367374,1033843.0160381,1022753.1523605762,1022219.5090644845,1025102.7767434336
94,2016-05-18,1024936.6792207711,1034180.61348678,998541.6780893528,1032898.2386852652,1025634.9546732957,1022023.5011344205,1022870.258335612
95,2016-05-19,1023438.5047126054,1024803.902069744,991942.5269184654,1030546.7336209528,1018064.4766099869,1016704.2946465011,1017363.7257962442
96,2016-05-20,1032049.2378567881,1030474.7068908353,997866.9350682663,1028692.4298674305,1019421.7487208662,1020526.05066116,1017913.6112542368
97,2016-05-23,1028077.0718374365,1028719.7643046266,997076.8384478258,1028351.8524793782,1019509.0414501957,1020058.9800503566,1016342.6376939036
98,2016-05-24,1042968.4221630376,1044462.8140142384,1011100.7834680598,1041624.1184694864,1031523.0110148756,1032486.6345028401,1029428.9896321512
99,2016-05-25,1050583.503475098,1052822.7786837886,1025367.9528071005,1046967.535728129,1041401.5536718193,1040968.7324642097,1035912.7272877909
100,2016-05-26,1050098.1305635686,1051402.0232496697,1022390.4126927393,1045170.8123482639,1038823.4255453168,1039614.6718712224,1035818.3105263924
101,2016-05-27,1054191.0700897044,1055345.29751645,1026580.3479316338,1047043.1546499041,1042054.9399721923,1042234.754631898,1037231.5005479074
102,2016-05-31,1052472.529393698,1053618.8304966183,1028301.1527557131,1043651.7585689182,1037268.66948934,1037218.6144437465,1035786.4615197396
103,2016-06-01,1051754.3549509682,1054227.1933023485,1028586.1758453645,1044215.6454001843,1039433.5903848347,1037362.6876753157,1035106.5699753975
104,2016-06-02,1057611.2043865998,1058372.114302224,1033119.6151115937,1046591.2366596468,1042505.9809861055,1040213.6292821502,1040938.3182225444
105,2016-06-03,1053855.2785204458,1054439.8659434419,1027342.2991574968,1043522.7822077046,1039411.8153393269,1038376.7809985522,1038816.3102917888
106,2016-06-06,1055948.7594859381,1059430.173469576,1032596.5752841588,1049865.547318227,1048473.3257181857,1044981.8268417432,1044262.0686574198
107,2016-06-07,1056183.7461459225,1057589.3823305492,1030251.3194294443,1050782.6018153427,1047152.6633314868,1046028.4932434214,1044108.2398839212
108,2016-06-08,1058809.8262805573,1064003.1495207914,1031055.036491841,1052438.652928557,1053644.7315449228,1049922.1150360412,1045614.934248469
109,2016-06-09,1058550.3138945585,1063567.8550702056,1028178.2232070338,1052145.6338267943,1052933.9398404185,1048763.9484812352,1047414.8232445932
110,2016-06-10,1055055.225468199,1054760.5642576863,1023664.0205107029,1048661.6941821151,1044731.4724457213,1041775.2008853505,1044384.0087399698
111,2016-06-13,1048428.6187751428,1045411.4763956544,1017722.4984002744,1046213.9860291801,1038918.8309553865,1034027.8194590438,1040963.8883576608
112,2016-06-14,1046026.0673839321,1040023.0286934209,1015438.869717225,1042370.8732796275,1033766.3538344562,1030665.5032990497,1037753.96107342
113,2016-06-15,1043676.1420648206,1038198.0468096962,1011801.1734656293,1040389.6328961373,1032586.4653383605,1028644.9474087156,1034479.9519791818
114,2016-06-16,1046221.0071361437,1043520.0539480109,1015850.752364108,1043541.1782341242,1035663.3077680231,1034063.9231858479,1036911.08031132
115,2016-06-17,1042464.6927039125,1039237.2199227571,1007059.50968202,1038038.6501799911,1032886.6967406614,1030685.3204866333,1031343.4327492928
116,2016-06-20,1049556.2111282388,1047280.3163766287,1014098.9884164573,1047557.7986458382,1043147.1156595568,1038248.9943062037,1039954.891586802
117,2016-06-21,1050551.8866617407,1048023.445309948,1016315.5517132023,1047144.45428965,1043368.4360517182,1039698.7240806284,1038910.8394990184
118,2016-06-22,1047084.6162352096,1041620.362037087,1015370.6893127481,1040980.4481756757,1038413.7008097889,1036847.2130143804,1032650.6328263498
119,2016-06-23,1060033.771844506,1057452.0480954794,1031921.9840460719,1053976.4613116034,1053975.3723078538,1050273.1298184101,1044469.4543805338
120,2016-06-24,1022451.6482547625,1019236.8752478265,989082.3281584592,1024284.0146641787,1014017.8636907513,1014683.7387561669,1012676.2979054666
121,2016-06-27,1006973.0220471651,1003698.7876188994,973828.3180268069,1006326.5363309468,994418.7674799396,999492.7255546169,994611.7543854928
122,2016-06-28,1027363.5764621496,1021876.1904589464,990299.1557696469,1023459.2668795184,1009362.0200315533,1015206.8441732405,1012049.3172822214
123,2016-06-29,1043439.2687067715,1038375.6362497743,1008424.175001452,1039577.9245935056,1027556.9195068339,1031823.5559619728,1026242.2890973306
124,2016-06-30,1054191.6217626042,1049646.6568291944,1023037.3899888463,1052048.633751102,1041220.7028060136,1045545.1360933974,1039652.2792363382
125,2016-07-01,1058113.2848552433,1050143.3140643432,1025837.469544078,1053959.468606622,1040684.3809464661,1046675.171353185,1041955.7976193645
126,2016-07-05,1054079.7597253409,1043926.8965573831,1022036.6685145403,1052242.1366459508,1032578.9225214956,1040333.6713264777,1040751.241375468
127,2016-07-06,1060281.3125245043,1048665.2819135615,1025383.8550470619,1053541.426522543,1035955.8300985305,1044882.05755253,1043847.2695162378
128,2016-07-07,1059109.8620246416,1047140.6576338185,1026405.6756626208,1052842.8602698036,1034344.6626741047,1043556.1282545606,1044636.4088089948
129,2016-07-08,1077508.9931318518,1061371.3985218632,1043756.0796615097,1066739.6461052222,1050840.5761106068,1058184.4016638696,1058633.141003821
130,2016-07-11,1079917.3014008107,1064548.5070405707,1047604.1494204684,1071187.51144462,1056024.2757045866,1062860.4606903882,1062008.8797853685
131,2016-07-12,1085328.839047978,1072516.062078191,1056759.0114632382,1077062.5442549025,1062283.8798058475,1069901.1429847677,1067433.0471560122
132,2016-07-13,1084680.528399903,1077178.975471284,1057608.1727663348,1077912.54880291,1065346.278030987,1071326.84157195,1067960.544546397
133,2016-07-14,1092656.6240565912,1086661.488267575,1069383.6499698749,1087081.6892901699,1073727.2768809584,1079157.705748249,1076020.059438647
134,2016-07-15,1091411.2782727764,1085985.018720747,1067062.6379113267,1085348.8490842427,1073502.5236393097,1079749.0324030383,1074871.4705580776
135,2016-07-18,1091417.7432635985,1086498.760855551,1069138.1063329142,1085505.6853678206,1074857.9871008287,1080711.1910277805,1075301.5200054862
136,2016-07-19,1091967.597012892,1089511.886102777,1067041.4457022396,1091904.0368306534,1079051.874822774,1082224.9280402618,1083264.051784806
137,2016-07-20,1096211.5108101608,1093539.4412784935,1074606.110482784,1093554.2906064284,1081914.2739537386,1084325.3221403435,1087054.5316643987
138,2016-07-21,1089604.6150421493,1088284.3601793544,1070079.0509443725,1091314.403022602,1075728.7649486898,1079788.6667782052,1085992.6485926253
139,2016-07-22,1091388.5393835073,1092061.928293688,1075670.5765130864,1096156.613329283,1078884.3143037087,1082915.3406329683,1090995.4163296935
140,2016-07-25,1091391.4702431161,1088420.7459357847,1076223.368142392,1092716.7077414088,1073523.6686914933,1078379.2547302437,1087697.1849793498
141,2016-07-26,1090785.1488885107,1082139.1460809286,1076034.6404402547,1077446.8454181303,1069372.7420429967,1077253.2056863492,1078227.9499174373
142,2016-07-27,1088477.1217956925,1079448.1101253824,1075345.699668109,1071635.0635940682,1065196.6985086587,1077161.067153274,1076328.045542319
143,2016-07-28,1090724.3820485813,1082371.859075589,1075888.1801314738,1071604.2435791316,1064821.436469157,1076238.542903699,1077123.7132133434
144,2016-07-29,1089749.899172123,1076550.025235618,1075777.1879345553,1067992.8733334003,1063120.7252377488,1074832.6615040998,1075031.378947575
145,2016-08-01,1091298.5005706884,1077562.3545129893,1078323.4067506834,1067098.9299245412,1060111.8328728913,1073215.6245540425,1077010.6972011917
146,2016-08-02,1086526.121444045,1071972.1423025613,1073358.1489349275,1063621.5783101553,1054571.1266183045,1067924.3215773758,1072760.793756846
147,2016-08-03,1088841.8132141929,1076545.4903018277,1074060.0722579106,1063727.0681938478,1057236.3450526183,1070328.579220404,1072533.3135729549
148,2016-08-04,1088977.68768992,1078800.796451747,1075207.652679966,1065264.9495143874,1057894.1803064193,1070156.6024775817,1073552.772382205
149,2016-08-05,1097939.379553493,1089839.7889026406,1090358.265793148,1073598.2101223005,1067587.8075724777,1081322.2209782703,1087132.8569135768
150,2016-08-08,1094964.1642553606,1088094.1731123037,1088489.3024091714,1070688.8614591889,1067080.6064822513,1080491.8352617703,1086045.7274557846
151,2016-08-09,1095102.931037437,1088272.839994584,1088654.977455601,1070271.9349077493,1067519.0965304072,1080711.1910277805,1086004.2210684095
152,2016-08-10,1094003.6265619383,1086991.4926566263,1086769.5836642752,1069586.5557241028,1066087.924531084,1078530.844826069,1085570.5647106846
153,2016-08-11,1100850.5844175075,1092963.0548869737,1094942.1121068846,1078597.3009464843,1073841.920737935,1085403.5365935198,1087708.3413539054
154,2016-08-12,1098015.345607304,1090754.7530408853,1093448.3855423501,1078336.1191866575,1073861.3334891042,1083243.1214712744,1087394.1390745016
155,2016-08-15,1100345.5523567768,1092945.4778563315,1095664.926547141,1075610.4126980675,1073554.6397670421,1086717.3933519267,1087681.277006049
156,2016-08-16,1092657.98880397,1087567.4656997416,1087348.3268956263,1067762.6863420215,1069771.284197772,1081817.308992209,1085771.064119727
157,2016-08-17,1093970.4169420833,1088312.4021073177,1088781.1399879558,1068474.2831995443,1068955.2326698545,1083095.517591342,1085911.4935296257
158,2016-08-18,1094648.9803573072,1089758.3960357935,1091069.3305627434,1069770.7181528483,1072589.8588706157,1084481.0123439445,1087169.162566769
159,2016-08-19,1094200.3512522015,1085831.9587621675,1089550.2102967466,1065393.6831918834,1069370.6622589843,1081849.4265031202,1087590.7152231373
160,2016-08-22,1094354.4683981931,1086629.1065526023,1088892.1312075343,1065152.1745060931,1069710.8767804953,1080499.466017909,1086481.895995661
161,2016-08-23,1096476.1672719324,1086700.6291817494,1091228.1710350437,1066812.344216472,1070306.9120207955,1081542.146203694,1088682.1365628224
162,2016-08-24,1091080.656277878,1081295.9355418235,1083032.4897677586,1062485.7955191212,1064221.7742440684,1077703.9897579313,1085642.5983959772
163,2016-08-25,1090553.9711019953,1079795.2303038947,1084452.7389958417,1064066.339804872,1063706.298019034,1075775.572400672,1086936.5164182207
164,2016-08-26,1089660.0798623075,1076632.607260298,1085332.4944559967,1061294.8542548744,1060027.1248110642,1072684.4328133,1085071.1147329616
165,2016-08-29,1094731.3729298683,1083843.4176539069,1090117.9160226784,1067001.9166583319,1066512.7857881377,1078958.2810617054,1089434.054400408
166,2016-08-30,1093432.5834861568,1086854.9181470943,1090245.2819580291,1067816.383882386,1066730.8810920857,1076119.0703187853,1089198.9509301968
167,2016-08-31,1091525.5799172767,1085757.1781348514,1088487.078418133,1066248.3968551718,1063457.193324251,1073004.0134360539,1085450.6467760946
168,2016-09-01,1091018.967183974,1084502.100825053,1086002.0882729865,1063517.4055878848,1058983.614670683,1074078.127781454,1081805.36420006
169,2016-09-02,1092865.2242966644,1089087.9366402826,1087150.5903399955,1065381.4622629345,1062546.9872289104,1078315.1336003044,1083672.1998013784
170,2016-09-06,1093910.1167988265,1092363.428970503,1090514.894981702,1070819.9289683076,1067178.4393962142,1081006.7404632925,1085641.0966065198
171,2016-09-07,1092781.9146883069,1092849.4171796371,1091062.438674988,1069810.5253565223,1065998.2408819604,1080308.2415469168,1084886.9449930517
172,2016-09-08,1087491.3214524905,1088759.3705745528,1091402.5416198587,1068641.0279241854,1067767.2450813088,1077612.4206842699,1086479.1119483644
173,2016-09-09,1066232.6206272042,1068818.3869480465,1070717.7157634168,1049175.1415661965,1047857.7272584129,1054610.3604940043,1064039.381178524
174,2016-09-12,1081729.8563348844,1084530.847806617,1088542.35469819,1063056.5607575374,1061678.3501794916,1068583.3000104674,1077549.8054827482
175,2016-09-13,1066069.0798109532,1068720.7150034758,1072283.8376272593,1048056.3032817383,1044200.4443716109,1053519.9596093833,1060177.5588300228
176,2016-09-14,1066825.8133126749,1068092.662558456,1070975.0863519306,1048456.2458372408,1042287.9261830902,1051655.09392265,1058956.708731989
177,2016-09-15,1076574.829255739,1079868.3057615152,1083399.6116917136,1057209.4934133915,1052315.8898480097,1062017.888542443,1068330.3485108167
178,2016-09-16,1073202.15167985,1076550.5763054257,1079232.2339184303,1051918.9630512837,1049434.6681311706,1056846.7415019863,1061354.279779032
179,2016-09-19,1072019.3073927723,1077262.5795180537,1075549.7898231216,1050468.2234922894,1049674.5380140094,1056635.0164921149,1062200.8253192788
180,2016-09-20,1073944.2358415353,1077924.1839567716,1078391.6072420254,1055355.3374204126,1050622.9661590946,1057205.9564999072,1064196.3188726995
181,2016-09-21,1081448.0232261235,1086888.2565706458,1084381.873589109,1063420.8977578667,1060948.233346867,1066753.9685911252,1073615.2102486098
182,2016-09-22,1088891.1851376547,1093223.0466166232,1092801.688587796,1068985.0618049493,1068643.1683983372,1072513.0255298913,1079433.2043741285
183,2016-09-23,1079824.9464899432,1083945.4850486629,1079258.3242056204,1058686.2964354139,1056741.9672698688,1064873.3858245842,1067409.7356500933
184,2016-09-26,1069205.0147710997,1074396.6169140863,1068410.180647859,1050434.6540962243,1048474.5178226503,1055157.3832064376,1055255.9564431612
185,2016-09-27,1075398.2067606351,1082628.9816897302,1075250.577045935,1054309.6319663685,1055349.8687761214,1062940.4127920181,1060816.8263583777
186,2016-09-28,1078093.516463526,1084400.7560622422,1078744.8972167517,1051234.3659313982,1060966.6014326117,1069409.5856191919,1071134.2697464677
187,2016-09-29,1066833.617574429,1071892.1258275097,1062012.4239892405,1039551.5207810549,1048344.2405460203,1057992.493841582,1057485.6176278726
188,2016-09-30,1075145.731835418,1080867.2644185896,1071922.397273801,1047182.1938041043,1058640.3267332322,1067596.654630953,1068197.816635113
189,2016-10-03,1072532.5961283667,1075540.873451508,1069175.5458223198,1043390.7239380913,1053393.269362119,1064430.2325091406,1064887.8520793726
190,2016-10-04,1070373.3236010082,1071852.8730457902,1071182.050582495,1037985.2406570384,1052421.5798642845,1059450.309939676,1061969.868282757
191,2016-10-05,1070429.593314103,1078450.331515101,1073044.390109146,1035793.4856813975,1056002.2650918232,1066015.1519482867,1069612.3673604394
192,2016-10-06,1072996.2585358531,1075457.8487419374,1076449.4184361906,1037035.4674257409,1056522.0865947343,1065284.5355210002,1071497.9119876367
193,2016-10-07,1061237.345926245,1068574.6413782635,1079492.6878211428,1033777.0518563611,1051133.3617251934,1063651.2120317216,1066848.7359655153
194,2016-10-10,1066063.7309087643,1075095.204401263,1088712.0433951863,1043290.6830513058,1062038.621017438,1068814.7283160402,1074789.874338318
195,2016-10-11,1051292.3409342803,1061360.3612146208,1069824.2488378505,1028852.4976057516,1045317.4551568052,1057130.1045060537,1061967.7017909528
196,2016-10-12,1054019.6983137426,1065646.011455142,1069009.397993609,1032143.9842843107,1046486.2211075203,1058036.2283245248,1063183.683532408
197,2016-10-13,1052090.473669379,1062806.7113661536,1065208.6274559668,1031939.571421679,1041585.9820642697,1055397.0117275617,1057841.0068894485
198,2016-10-14,1054802.160427534,1066335.2919997023,1071158.4583658173,1031005.2756268245,1048055.7763545227,1057696.94440607,1064693.9747201062
199,2016-10-17,1051428.681331703,1061968.62729483,1068048.862192839,1024561.9662265477,1042754.7505889052,1054665.8258408618,1058688.6773967496
200,2016-10-18,1048849.4902308297,1071011.7443717436,1067050.902820415,1019896.9045935386,1055547.7166035513,1059070.7082947579,1060861.1224064317
201,2016-10-19,1048689.289521079,1078443.5457651357,1062314.5593744912,1017712.0946423735,1058029.3249143038,1061442.8484268747,1064261.092703398
202,2016-10-20,1045316.1302988421,1076138.8530877319,1065114.559686675,1020822.0759377364,1064085.9603323925,1059094.6255901172,1059636.3815960828
203,2016-10-21,1042076.3111026745,1077515.7920983993,1062637.5371725797,1028753.4954534105,1068455.375996797,1058124.3806417063,1058576.7838092786
204,2016-10-24,1048360.0710906795,1080215.28979853,1068780.8421133084,1031923.7562013633,1070683.499248293,1062633.0186007088,1058706.9520971277
205,2016-10-25,1042112.4274028562,1076992.8081521932,1072106.0327902099,1023236.0384691097,1072507.2353521793,1059498.144530394,1057909.148039625
206,2016-10-26,1044741.7415607136,1076294.469217152,1074072.2097850288,1023671.130862865,1077802.0467147229,1061251.054496469,1057681.5739442804
207,2016-10-27,1046940.1947763964,1077201.7639750657,1076479.6881611291,1023979.8565194955,1074514.7526587737,1059522.0618257534,1056438.3815105418
208,2016-10-28,1037270.5099903413,1075297.0086292624,1057195.2103808336,1016511.1405835414,1074615.1599069273,1059026.9738118148,1058807.4660987835
209,2016-10-31,1033603.8506484583,1078673.9738997014,1057627.5264843863,1015882.2154515831,1078567.1390694848,1057932.4728194177,1059273.6219383222
210,2016-11-01,1025971.3376057358,1070359.3166663838,1054841.371097819,1012964.127143946,1076084.8360636758,1051790.9669386675,1056725.1163982372
211,2016-11-02,1020221.1524792011,1063897.832568586,1048208.4000050607,1011023.356350573,1069709.6375047576,1047274.1287641127,1052658.1396011335
212,2016-11-03,1017125.0717011233,1061509.9662907342,1041370.2133004499,1006127.4427172333,1064844.6826258767,1045584.7704685641,1050909.334899519
213,2016-11-04,1015055.0381808178,1058754.7761505034,1038583.8651778969,1003556.7130026828,1061475.486875181,1043112.861047234,1048941.494702719
214,2016-11-07,1037220.830292152,1082777.550898696,1062678.124114372,1022617.047699833,1087726.8593174436,1064765.5302117013,1065743.0929634075
215,2016-11-08,1039379.7409403189,1089199.3974888592,1064593.1792652851,1027223.8262882662,1091616.3314625362,1069030.5534336867,1071331.8191537838
216,2016-11-09,1053402.8716535068,1103453.776816534,1087966.8858818936,1039250.1687895868,1105133.0011114392,1084013.9417331412,1085761.5302255612
217,2016-11-10,1064620.1164166804,1121726.7943670435,1095104.7712008462,1041109.564727025,1118260.64043461,1096737.2595130194,1084775.850727843
218,2016-11-11,1067557.198132945,1127352.615955293,1097479.5855215867,1040032.2673068234,1123475.597063691,1099056.8954872282,1084775.850727843
219,2016-11-14,1060797.321097166,1138508.1953066804,1092617.441331129,1045299.8125916639,1138072.1601452506,1100283.169387867,1085093.7110704407
220,2016-11-15,1062897.901076909,1143389.066790411,1101817.100508825,1052989.0676376398,1143841.7924403646,1103453.6916174556,1085838.719878958
221,2016-11-16,1064240.520552329,1140465.5771839279,1096574.4406860545,1054211.8665845853,1136419.6426429914,1100251.1657688385,1085198.2489124285
222,2016-11-17,1070109.8856152454,1143324.8240645707,1103256.3722842375,1058909.0805534923,1140988.6181681,1102331.7426813368,1086330.15199375
223,2016-11-18,1067273.2324093168,1142312.0798721819,1102108.1710960083,1060802.7319190272,1142157.6083433945,1100238.865445511,1087118.505250548
224,2016-11-21,1070205.437125328,1148078.15341968,1106174.2963278466,1058415.0585559367,1145945.7120052984,1105414.682053157,1087714.491395758
225,2016-11-22,1071011.9798294278,1150371.616949088,1101651.4395880455,1057577.5850507903,1150815.800940671,1109332.107249253,1088153.772550581
226,2016-11-23,1072760.3332920219,1156201.7992248144,1099804.3056745161,1059270.7259527806,1154271.8678697567,1112790.662050098,1091089.1401866896
227,2016-11-25,1077447.151177428,1158300.1039513592,1103935.8202886474,1063660.8449237642,1154977.348901209,1116811.956643183,1092190.2133884411
228,2016-11-28,1075659.7603898698,1156997.4294744916,1101895.1915267052,1064042.5351605595,1152602.670442293,1113649.065169733,1089170.0768983825
229,2016-11-29,1075246.7774599225,1162548.0937077808,1103693.575739444,1062445.1355588522,1159800.7064139969,1115031.0292739728,1086464.859584425
230,2016-11-30,1068402.345178679,1166495.0696013856,1101449.1339853501,1054065.8334444994,1165719.8156697478,1115146.5156429939,1086363.9870712264
231,2016-12-01,1063204.1230968786,1173675.1895875684,1096928.6259979028,1049125.01520655,1171443.0124339778,1119132.1620768053,1084196.5088302596
232,2016-12-02,1064331.8030131476,1168626.2548049348,1098133.3922715324,1049543.5844145373,1167381.4426934908,1117877.8707730314,1080937.665105673
233,2016-12-05,1071872.3498291716,1173826.219242588,1108533.9763439307,1056804.3631861636,1172938.5829096131,1120549.774340319,1089821.0000005914
234,2016-12-06,1072744.7102210876,1178698.5390391722,1111253.954774528,1055972.0400694194,1175304.969458083,1122622.151037265,1092396.253357525
235,2016-12-07,1088486.4779802172,1201398.0686727513,1120692.9967855865,1065300.8868769784,1194794.3724765915,1139989.979792164,1112202.6659170345
236,2016-12-08,1089431.8179617373,1208537.6389098375,1125046.6333686805,1066318.2117791034,1201604.6836600136,1143791.4630517086,1113973.731041546
237,2016-12-09,1097358.238166003,1213469.4920100912,1136145.598744646,1075220.2451297946,1207067.4061742856,1152074.1363265342,1115407.9944368554
238,2016-12-12,1102011.3300274885,1209290.8341865938,1136830.4778027618,1081412.076152369,1203583.1837373688,1154382.1553287113,1116806.0705381583
239,2016-12-13,1113122.146925197,1218802.9768941111,1148981.0353765525,1089463.0878481735,1211342.8487928538,1161075.353489084,1124718.5850435449
240,2016-12-14,1107308.1934452108,1216474.1827395135,1145815.326310904,1083889.1209880784,1206026.0968335627,1154154.713239032,1116944.2272916986
241,2016-12-15,1109290.2001405521,1221152.3053144538,1151441.6527315667,1083335.408320676,1209387.285588722,1157636.6158758227,1119925.6230112268
242,2016-12-16,1105308.6451108644,1220703.0773206765,1144626.7690051075,1086456.2311681875,1210856.7176670851,1157121.7106743008,1117437.1134725765
243,2016-12-19,1107750.4824894741,1219375.9701277085,1143965.9883493108,1085538.2335273337,1209183.6403671675,1159433.829784254,1118166.3708635522
244,2016-12-20,1112947.0622917232,1226775.208401864,1147892.5026168567,1088764.0239961497,1215365.8269679917,1164772.853459757,1125281.874746914
245,2016-12-21,1110827.8222944697,1223643.305075594,1142862.0865457659,1087234.6161234963,1213584.1902161464,1162868.467289739,1124150.5884386254
246,2016-12-22,1107583.2126131575,1220846.5879161325,1140073.6485426943,1088047.1522062155,1212012.5360425406,1161522.606912304,1123052.73070776
247,2016-12-23,1108389.9406659184,1223306.2956563642,1142681.5709368198,1086800.8641310674,1214744.3252327347,1162393.1964633842,1123311.8589616967
248,2016-12-27,1109454.723448631,1224283.9316389007,1144883.7866149438,1086762.8926215824,1214378.3248507136,1163047.9608968173,1123695.3300481988
249,2016-12-28,1102728.5596570328,1218320.6703408116,1137662.38053064,1080912.6491190945,1206265.326762307,1156554.3013148706,1116636.198971386
250,2016-12-29,1103682.5607406893,1216070.3611330292,1136224.573661216,1081780.3567475092,1203470.401539715,1155743.7327859541,1116254.7629820062
251,2016-12-30,1099014.2795758017,1213688.3760220434,1131506.2405763422,1075583.8658035398,1200418.6314264324,1152409.4340290956,1112977.1342130853
252,2017-01-03,1110031.959865505,1219254.8204798764,1145140.348939319,1076311.6110597053,1207952.225780691,1159357.9777904,1118433.0793520166
253,2017-01-04,1117694.6955619857,1224513.3096036185,1152393.646139247,1081122.3133208966,1215999.6110480656,1162880.084261771,1123083.4740984747
254,2017-01-05,1115965.2432675962,1221468.8874799334,1152316.2417131832,1081635.992829562,1214080.2624992914,1160380.1574373057,1119276.074523575
255,2017-01-06,1123403.3978997082,1229664.4012260519,1162227.4310314143,1088599.3386939818,1221604.9494525408,1164142.0063216833,1124580.6468283122
256,2017-01-09,1120487.1143753591,1223148.3301129087,1160270.8507910934,1086733.5183732745,1215867.581365831,1159685.7586287057,1120263.799061892
257,2017-01-10,1119622.7578405188,1221114.2009358488,1156069.5588993987,1085098.920233242,1214082.8182265828,1157828.4098062282,1121076.6052048209
258,2017-01-11,1123367.3601286819,1228476.576868585,1163909.3296754723,1089540.2037716822,1223634.4048096437,1163586.7833936983,1131048.213833624
259,2017-01-12,1117295.5495969197,1226336.5271319663,1159077.2238905176,1090786.0301499562,1221831.494271971,1159896.8002872812,1127785.566196955
260,2017-01-13,1118888.056533939,1224875.0015405768,1160551.138078501,1089897.762409643,1222018.566457509,1159589.5199878549,1129123.8379392568
261,2017-01-17,1116640.7313656572,1217089.2153430772,1151698.5910796681,1093781.8154172313,1213349.5022344468,1156151.351834007,1124128.9008448508
262,2017-01-18,1118425.7602429565,1214294.4165322804,1151075.0534136908,1095637.8848360104,1210859.1315766384,1154865.626370618,1127561.0252909414
263,2017-01-19,1113512.4211069439,1210231.8530472338,1143268.925113365,1090745.5316190626,1207363.6531568961,1150648.4377393513,1123985.1202357542
264,2017-01-20,1117954.2738597768,1213981.9395340842,1152686.433057408,1090777.3851943188,1212413.59291122,1156179.3692371421,1127730.8162419912
265,2017-01-23,1117447.1462188521,1213849.662615559,1150614.5630868261,1086078.392613734,1209994.349788905,1154581.580015255,1126021.8525179846
266,2017-01-24,1122446.0242675391,1220792.0379564015,1155785.4224834857,1082911.5646969532,1221628.3476119968,1161162.8224549692,1133335.4014706404
267,2017-01-25,1130107.7548834577,1229115.0242906243,1167313.779215257,1090428.59926039,1234481.1154275772,1170247.8640431596,1146122.1433758528
268,2017-01-26,1128692.1738015895,1232824.802491828,1166272.671299673,1087307.255550303,1238110.0702170734,1172137.2164846656,1142118.909445265
269,2017-01-27,1133630.8732806111,1231425.4876402712,1171268.2691172997,1093400.3458555772,1234294.00989773,1171721.3972210612,1141035.8497986586
270,2017-01-30,1130702.309541151,1226599.5836556035,1162802.0351987008,1089745.6414162891,1227739.1431063882,1164569.4425573195,1130898.1770272048
271,2017-01-31,1127274.36623669,1217446.5483119886,1160604.5783192827,1088474.5187591594,1219945.1235801931,1158327.5979279426,1125566.49141548
272,2017-02-01,1126453.3771221214,1218818.22500771,1163199.4801453422,1088308.16004282,1220561.1074099299,1159893.2696389186,1122394.0126824172
273,2017-02-02,1127604.8732637537,1218847.9166928513,1167587.3199825946,1092016.1091016936,1220205.6510094511,1159541.6853971363,1126422.94977043
274,2017-02-03,1141652.0232352023,1240645.2208596794,1187949.90426969,1102059.7791601503,1235930.7412652676,1170419.9546778647,1134672.7941708358
275,2017-02-06,1138335.483198239,1237776.9937027171,1186187.869199019,1101367.0558567257,1233879.2571052436,1169309.6227137775,1131000.163509825
276,2017-02-07,1141899.4584020844,1240677.0781904315,1189937.2378333788,1102910.1240006723,1237269.060231663,1171517.8724267415,1131037.202183226
277,2017-02-08,1143411.218240106,1237801.5920392205,1189612.8638963085,1107063.046137806,1235051.0728469363,1169421.5784344359,1132983.3790955336
278,2017-02-09,1150236.4304408913,1246715.6667326658,1195491.9815337453,1110253.6611503006,1241110.8462331877,1176306.001065801,1141222.143732527
279,2017-02-10,1155597.3228995597,1253311.7639009345,1198032.7088935487,1117808.376559099,1247145.4436971243,1181960.505256282,1149244.12066696
280,2017-02-13,1161772.815962977,1261679.7193969684,1207414.1909167138,1121249.646654526,1256925.883668968,1190287.026905933,1159685.9960961137
