,date,a2c,ddpg,td3,ppo,sac,ensemble,dji
201,2016-10-19,1083389.3962115194,1063045.398734553,1077710.9162421715,1051583.3498486623,1117150.932970398,1027852.2655124958,1061442.848426874
202,2016-10-20,1091273.4916032832,1064859.306419873,1079843.1270619363,1048388.9975748666,1113575.0794094007,1036452.1315422351,1059094.6255901165
203,2016-10-21,1092116.806940222,1064105.035994693,1083832.744705955,1044203.4027383612,1108638.2146761848,1035415.6881746242,1058124.3806417056
204,2016-10-24,1095419.821432892,1066877.6318638043,1086429.3581615267,1049686.8765937672,1113068.6577014313,1036029.777515788,1062633.0186007086
205,2016-10-25,1093579.358642069,1062483.70196688,1082725.4543204028,1049715.2692471906,1116466.8394867089,1035120.1461860609,1059498.1445303934
206,2016-10-26,1100903.252140722,1067349.9685709504,1086555.4840847247,1064190.5399067716,1125078.6997160572,1037639.9371610592,1061251.0544964685
207,2016-10-27,1099504.352149424,1065877.6387598387,1084536.990960596,1064777.973796694,1123268.087316651,1036870.4573697994,1059522.061825753
208,2016-10-28,1094309.4736736107,1057643.5423895956,1082577.5709285855,1042594.789638557,1123041.2731903077,1030476.8787960004,1059026.9738118143
209,2016-10-31,1096206.3637876753,1054274.5841983617,1084688.0770065782,1036177.5567209877,1125945.1960291937,1028152.6650457332,1057932.4728194177
210,2016-11-01,1089006.916972985,1049360.856234532,1078246.3462204544,1032630.4263360853,1119583.0580380138,1023597.798442454,1051790.9669386672
211,2016-11-02,1081823.5035388533,1043883.8965373076,1070259.4777842753,1023831.2411407795,1112509.880353639,1016838.5647899578,1047274.1287641124
212,2016-11-03,1078884.7618938666,1041093.6669424402,1065577.5062078799,1019777.8687407648,1111035.5670302873,1012395.234373202,1045584.7704685637
213,2016-11-04,1076729.1003310396,1039474.1596476833,1064649.0698117316,1016977.4914695362,1107558.3418768009,1010635.7684705056,1043112.8610472336
214,2016-11-07,1103566.1493953865,1063313.1018645633,1091804.094725751,1040968.5763670829,1132307.1161784288,1034916.5267255104,1064765.530211701
215,2016-11-08,1107884.0541444265,1067443.8928645428,1096212.9971300599,1042785.0533233567,1137508.066294365,1037167.4883839882,1069030.5534336865
216,2016-11-09,1115418.6845224604,1086752.9651814387,1117501.3792505357,1071763.194369091,1143269.1272886838,1062488.7333676612,1084013.9417331407
217,2016-11-10,1130086.5283289605,1103290.2270182988,1133564.507344188,1091907.5581989896,1157178.7115528972,1061426.2629340962,1096737.259513019
218,2016-11-11,1135450.5549060614,1106694.871155285,1138168.1811327508,1096482.3933004332,1160210.484482476,1061426.2629340962,1099056.8954872277
219,2016-11-14,1146354.5379009708,1111817.5276513621,1154241.4551141923,1100417.8433389137,1157861.5614085428,1061396.3643047167,1100283.1693878665
220,2016-11-15,1144634.8184571927,1113941.2563548393,1158066.8661904528,1101336.344015978,1157929.4155476766,1061632.9521045515,1103453.6916174549
221,2016-11-16,1142664.8222628513,1110755.4550178207,1150501.8609023138,1096730.015298266,1157657.261467887,1059890.309856589,1100251.165768838
222,2016-11-17,1142546.497577497,1114641.518531731,1154932.088613022,1098885.7036468936,1158277.5566856924,1062919.400298865,1102331.742681336
223,2016-11-18,1140094.1315102135,1111298.1086781507,1155397.3084674373,1095785.9209244594,1156733.2142195434,1060648.9126405548,1100238.8654455105
224,2016-11-21,1144031.4173638534,1115302.5572128568,1158485.6366892564,1097138.1568809336,1164422.56779472,1065155.610795958,1105414.6820531562
225,2016-11-22,1148326.8221311518,1120771.6180814435,1164775.3945854823,1099597.1983825283,1166496.0294544906,1067593.2342912508,1109332.1072492525
226,2016-11-23,1152118.8479844362,1126019.5509015913,1171522.345480149,1104136.2481709681,1169103.241512992,1070404.8905139756,1112790.6620500972
227,2016-11-25,1153800.481952115,1128743.9192761823,1171363.1225341246,1107241.195014917,1173760.369263966,1072699.892676974,1116811.9566431826
228,2016-11-28,1149343.3681530433,1126083.622713788,1167045.348373738,1104975.8330429462,1172235.160697463,1069206.3268855617,1113649.0651697326
229,2016-11-29,1163659.2891505046,1130132.6667461507,1176916.3871172664,1112355.2287058344,1176828.7401373922,1071448.9560054345,1115031.029273972
230,2016-11-30,1160272.0098827428,1131409.5744096448,1181741.1320151074,1110268.409175701,1172855.2609104984,1072130.5494864983,1115146.5156429932
231,2016-12-01,1163377.925712802,1137230.7258238706,1188775.445509942,1116932.9449880898,1172896.756592336,1076172.8074267907,1119132.1620768048
232,2016-12-02,1162629.702349355,1134692.2266569473,1183236.1075667958,1116282.2452007104,1172614.9649987149,1074907.936411242,1117877.870773031
233,2016-12-05,1160334.213226891,1138025.4355278264,1188761.5690863465,1124232.6891601486,1171599.7966197662,1083795.1363509698,1120549.7743403185
234,2016-12-06,1161129.0327455485,1139619.4445346254,1192751.7460028473,1128725.2635951424,1172874.685464415,1084885.5653079553,1122622.1510372646
235,2016-12-07,1177746.3678887724,1157024.2620145609,1213301.149972526,1134951.1768630478,1193631.5212852054,1101853.4738277,1139989.9797921632
236,2016-12-08,1182935.9171188367,1161445.9672273893,1219290.6614911165,1143951.6937531694,1195048.4226472008,1105851.7937644524,1143791.463051708
237,2016-12-09,1189334.460167206,1170163.1978032938,1222212.7050036474,1155989.9018915154,1203168.3126527097,1113386.7304042382,1152074.1363265335
238,2016-12-12,1188255.0901524734,1170545.4359888148,1216492.8345379771,1159694.0411048457,1207641.1211383108,1110939.2561687035,1154382.1553287108
239,2016-12-13,1194371.5312401257,1178049.8872555485,1224396.7046636452,1165750.8185684397,1215667.1251295374,1119754.6826213405,1161075.3534890837
240,2016-12-14,1188765.7672900623,1172218.4154528882,1218217.5642563845,1161467.514868269,1207688.2239604846,1114344.234609942,1154154.7132390316
241,2016-12-15,1191429.464363745,1176073.8376122664,1222776.547629454,1166972.1801339807,1208758.7848942105,1119117.8507331414,1157636.6158758225
242,2016-12-16,1197584.7543574944,1175132.0342446659,1222237.7577744224,1163879.2889988231,1211110.492939798,1111524.2642139,1157121.7106743003
243,2016-12-19,1195416.906632056,1174936.5941230105,1221620.034093811,1167671.1839695307,1211822.4114349054,1113198.5168479483,1159433.8297842534
244,2016-12-20,1197559.1024293625,1180855.1189079946,1229552.9301224882,1170848.0422366122,1214519.8616832378,1121174.7237247033,1164772.8534597564
245,2016-12-21,1198224.0806950084,1178394.021131565,1227854.0054535796,1168796.8988224373,1213691.0181925897,1119290.3266871972,1162868.4672897386
246,2016-12-22,1197381.5487000735,1177437.4713732752,1227459.6741010468,1168254.453161419,1213171.6758481897,1115151.6002410457,1161522.6069123037
247,2016-12-23,1202049.7776689092,1179009.336304344,1231134.7020956953,1171150.4337588048,1215753.1811826015,1117099.274565081,1162393.1964633835
248,2016-12-27,1201101.7206639715,1179423.281415143,1231165.4577993695,1172480.6014422989,1215472.557068,1118025.8473514123,1163047.9608968166
249,2016-12-28,1192274.6043900345,1172314.6817637752,1222480.8833212703,1165400.8873689643,1207566.384761893,1111452.7428687615,1156554.3013148704
250,2016-12-29,1191149.9962543466,1171208.3706772754,1219525.3183637734,1164475.190325742,1208442.9437278812,1109108.3472903771,1155743.7327859537
251,2016-12-30,1186767.0102991136,1167737.9619706478,1216319.1504671134,1160836.585224249,1205114.2607085812,1106079.296963076,1152409.434029095
252,2017-01-03,1199565.9001093113,1177147.2119873406,1227991.8662323097,1176647.1049466985,1212258.4631108004,1117944.6083777947,1159357.9777903997
253,2017-01-04,1208849.2166649527,1184400.072097514,1235070.4491758572,1185633.5381854374,1219119.6551998435,1125990.692484244,1162880.0842617704
254,2017-01-05,1210284.431461577,1181945.5128199956,1233542.54483672,1184696.7988237804,1220410.7562657797,1122861.6461603227,1160380.1574373052
255,2017-01-06,1215216.7366253855,1189515.91259806,1240764.366578146,1196474.1468860211,1225475.8004511627,1131169.0698009897,1164142.0063216828
256,2017-01-09,1211510.5375116244,1185690.0180179316,1235498.1804542905,1195404.9342467336,1217778.4937883497,1127099.3311368737,1159685.7586287053
257,2017-01-10,1211039.734610727,1184756.9889054673,1237184.0243287382,1195364.1886946503,1213307.0913029562,1127730.601673964,1157828.4098062278
258,2017-01-11,1215456.7954988843,1190043.0344414613,1244748.5411084422,1196371.2985389633,1218140.3272890882,1133126.7197959656,1163586.7833936978
259,2017-01-12,1212050.4056496471,1186579.9960620997,1241529.6862295242,1187117.3971413109,1216044.929562348,1126134.633228829,1159896.800287281
260,2017-01-13,1211473.4205878542,1187539.6842531157,1242048.245573582,1190394.9409087896,1215889.0004117286,1128041.3432336412,1159589.5199878546
261,2017-01-17,1207406.480355263,1182137.5874113352,1229177.5014183393,1181856.2980062417,1214928.657548485,1113557.0734231514,1156151.3518340068
262,2017-01-18,1202860.7552445198,1181257.1538227317,1226674.4623850058,1183723.0910595218,1212766.965280144,1115375.7447234616,1154865.6263706177
263,2017-01-19,1203473.730004194,1176759.5265330658,1224561.5049903872,1176830.1936732328,1213268.245919722,1107257.205277022,1150648.4377393508
264,2017-01-20,1206513.7547077918,1183430.1345185782,1227781.5436169407,1181585.463186475,1222898.38166804,1113064.1775914673,1156179.369237142
265,2017-01-23,1204213.1655596625,1181341.077009084,1225799.493188884,1174377.3573435156,1220981.1611514562,1111362.6974921995,1154581.580015255
266,2017-01-24,1216737.8022423089,1187514.1592484496,1234275.8577541932,1174387.4992660761,1234181.8510423303,1119931.577362227,1161162.822454969
267,2017-01-25,1232363.4798862971,1198217.8097924183,1248856.8523111136,1190622.3018515543,1249332.3984844699,1130085.401582871,1170247.8640431594
268,2017-01-26,1236638.4124066972,1200244.030606941,1252413.1519735944,1191196.568801231,1251722.0694621007,1131188.546028336,1172137.2164846654
269,2017-01-27,1238401.8009238634,1200727.374237178,1253684.8308066654,1200638.9314008662,1249699.1607326476,1133070.5288621983,1171721.397221061
270,2017-01-30,1234170.493734951,1193409.766407002,1246140.2151754557,1192714.984015386,1243279.655998773,1125124.1793663811,1164569.4425573193
271,2017-01-31,1227685.0400518521,1187744.488577105,1235139.605539955,1190449.2927225372,1237436.827836134,1115798.019346644,1158327.5979279422
272,2017-02-01,1230089.6178221807,1191306.384407077,1235587.5267764134,1197474.631743038,1238157.4625435695,1119585.421557078,1159893.2696389183
273,2017-02-02,1223488.6013258875,1189395.8846372443,1231320.2985742663,1194790.5289219199,1236021.4971776793,1117585.5955698723,1159541.6853971358
274,2017-02-03,1232806.1715113115,1204371.0179006718,1250655.5658923709,1215348.5703605001,1244787.7556383933,1147885.4459027466,1170419.9546778642
275,2017-02-06,1229964.792717679,1202371.5077380922,1247088.0029191033,1212851.0396524712,1244882.2620600867,1143944.846327586,1169309.6227137772
276,2017-02-07,1234761.4342285919,1205308.2475734265,1250236.8529978017,1215256.1080618647,1253041.2037177803,1144518.0394654318,1171517.872426741
277,2017-02-08,1231532.45388619,1206187.0959533635,1246731.706033438,1216131.619463736,1249589.085466064,1141163.955479878,1169421.5784344352
278,2017-02-09,1234673.9300025587,1212923.4421690167,1253921.2108656017,1219953.9920672164,1255758.1381136072,1151876.701518248,1176306.0010658002
279,2017-02-10,1240605.022370907,1219471.9325859437,1261330.8586795963,1224499.9454235649,1264020.1976759357,1156286.717542235,1181960.5052562812
280,2017-02-13,1249246.0721614899,1228292.027083616,1272559.8813848635,1232418.534748891,1273114.3731447023,1169178.3872575804,1190287.0269059322
281,2017-02-14,1255446.6755215446,1233986.6956444266,1278822.2513862082,1238071.111385044,1277183.0282833038,1176514.4699989802,1195666.368307898
282,2017-02-15,1262675.097222744,1242636.519738236,1286321.766606935,1247740.6448833675,1288187.0963750465,1187796.2098085124,1201932.016340752
283,2017-02-16,1264319.598432873,1242237.8363543933,1284991.2644516788,1252923.509929851,1288874.5027404635,1184645.9790091023,1202393.2784655392
284,2017-02-17,1253632.3844308655,1243013.6558836254,1281887.5316129646,1257464.3442275634,1284977.3054967383,1188081.924086804,1202642.9294723377
285,2017-02-21,1266751.7142525043,1250696.1412458944,1292031.6927120413,1262561.7774458888,1293476.6613094143,1192840.4429051748,1209579.1729103148
286,2017-02-22,1266145.0327411015,1252419.8690107784,1292267.8922741062,1262201.433625643,1295314.3401373734,1192439.8282000718,1211480.142323852
287,2017-02-23,1276032.6183917848,1254226.46695247,1295714.552390766,1268699.248550638,1302446.7051098426,1189061.5105770594,1213504.7983219624
288,2017-02-24,1280403.5994711847,1254492.4224849895,1293915.8363176992,1272717.3529563055,1305085.8239820937,1182586.570590222,1214171.863078723
289,2017-02-27,1287223.4480562885,1258313.3617308915,1300666.1013083968,1276814.9646214459,1306263.6074561952,1188818.706627629,1215086.1871127463
290,2017-02-28,1287832.6049416263,1258057.133584784,1299604.238582335,1276991.498261811,1307774.6459208855,1186982.6392992293,1213616.7540426208
291,2017-03-01,1308147.9085344383,1276164.2320737045,1322887.404702703,1292703.9328906285,1328107.4254727438,1205998.6982103316,1231303.59396086
292,2017-03-02,1300226.494450452,1269371.751228892,1310823.863313676,1288941.901461886,1320630.2195148228,1193273.583178763,1224738.751952249
293,2017-03-03,1301362.3000505127,1270935.4548338167,1313437.7602406538,1294089.4794954273,1319726.6888508722,1198543.062510428,1224898.5422636264
294,2017-03-06,1299793.9739971918,1268346.4389771575,1311866.7932398955,1288118.2948996641,1317958.5227118852,1195480.9680479628,1221902.957965809
295,2017-03-07,1301486.5325634615,1265855.7811333078,1311385.6277569507,1284833.1993295613,1318499.3848080316,1191964.0586126295,1220178.0654028691
296,2017-03-08,1300801.2725391693,1263110.2470555864,1308250.8622099112,1284727.7132267773,1316184.9146669044,1186900.6245722852,1216152.784593891
297,2017-03-09,1300749.0780299797,1261391.6204351983,1306225.6884371138,1287883.5562812372,1313153.2387275312,1185997.0383159986,1216296.174474164
298,2017-03-10,1304013.3595460763,1264426.361831399,1308109.8276480916,1291371.6718611233,1317547.6506973614,1187303.3266931712,1218908.0570192875
299,2017-03-13,1305063.0625906256,1263548.8461967178,1308255.861177616,1290848.1531743708,1315745.957988609,1187663.0506674678,1217654.3351749273
300,2017-03-14,1302701.5475282155,1260027.156878668,1304326.0289422942,1290367.0589491045,1310553.3596580687,1184859.6939956537,1215082.0870049703
301,2017-03-15,1310382.0544865036,1266490.1711118799,1310994.38823734,1297113.399060063,1318996.3683077395,1187402.9702953936,1221655.6986885462
302,2017-03-16,1309381.86695073,1264994.3957545708,1310634.1897886205,1290767.6951634593,1318569.4722714908,1188236.511447335,1220749.0054106617
303,2017-03-17,1306776.7417229312,1257056.8905389383,1306754.1539296343,1270051.665276875,1316882.6665136435,1171256.631807509,1219586.73874808
304,2017-03-20,1301200.2358527668,1256405.8149265407,1301655.248202806,1272230.7354147735,1312663.4089578425,1169329.8328323732,1219075.9336543337
305,2017-03-21,1288526.1051088546,1241614.8304396733,1281200.6679616442,1257004.5102604225,1301487.618611339,1142303.9331250368,1205206.294075447
306,2017-03-22,1289500.0382934378,1239744.8742251643,1280472.7896704576,1259063.2913510015,1303195.1888822976,1138675.438444483,1204815.0754584975
307,2017-03-23,1285862.6807821153,1239066.1864605423,1278426.2634441378,1256105.7972859365,1300788.9027902682,1138660.023394877,1204539.7987780997
308,2017-03-24,1282786.6057071178,1235145.7863079666,1273957.5647748925,1252069.9601372029,1295420.712011809,1130119.9093106256,1201049.2403582265
309,2017-03-27,1282030.822304383,1230144.4959400883,1269180.093149525,1250574.6061669209,1294398.8535155712,1121955.4084562785,1198382.0063581285
310,2017-03-28,1288617.6969625752,1238207.614402412,1279431.773038656,1255395.1763140548,1300738.7899839839,1134261.903735501,1207159.198187479
311,2017-03-29,1282505.1124112962,1234991.2843918924,1274961.9046314503,1249948.830706751,1296921.3072781288,1131005.9181575286,1204699.5890894765
312,2017-03-30,1288447.321013371,1239407.231568888,1282175.9568834063,1255072.6407363561,1298416.9584391594,1138620.397134011,1208733.070114007
313,2017-03-31,1284695.0875643957,1236100.43501586,1276523.5894780555,1253363.6070598105,1294713.618186277,1133060.1694685142,1204927.0311791557
314,2017-04-03,1288065.4187688283,1235366.923212424,1277468.3394705616,1252633.0180526776,1296543.3498241943,1130054.5318034254,1204168.3973487336
315,2017-04-04,1288959.6661605923,1237472.666816569,1280098.9288850594,1255981.0543783212,1298583.3173246102,1133843.1648371778,1206444.2988399996
316,2017-04-05,1288380.333217536,1233782.1441461905,1279539.135051559,1249092.6008960826,1293840.2860634115,1128096.8622881742,1204048.2414125234
317,2017-04-06,1288683.2126507715,1235280.760707742,1281798.2711772132,1248885.8326430614,1293535.0005677864,1130672.9020549208,1204911.2002074656
318,2017-04-07,1290759.6292540256,1236245.2758727497,1282517.1621827716,1251678.9790206666,1295041.9260775868,1129805.9980507474,1204511.7813749644
319,2017-04-10,1285809.8870566133,1236080.7947479193,1282058.2205767443,1247847.9616168567,1291995.1248858653,1133214.3951778917,1204623.7370956226
320,2017-04-11,1288017.1828195767,1237133.615938201,1283063.747936358,1250895.6999516876,1292470.747251264,1132251.9475375717,1204231.94901926
321,2017-04-12,1283509.4872423075,1232136.7952599132,1274580.9800140462,1249146.641337987,1289092.7387960393,1128776.5732284132,1200765.763462277
322,2017-04-13,1279162.0272083855,1223725.8203409847,1266589.8552906658,1243292.4185670551,1282827.140669106,1119537.7969055297,1192683.0843334084
323,2017-04-17,1294718.1179908689,1235026.408972753,1281791.1907729004,1252773.648303762,1296170.3355265101,1128820.422026509,1203393.363087208
324,2017-04-18,1291116.2627690267,1228386.5368666667,1273517.6381853903,1246575.0981772516,1289548.2690494782,1114198.4016038938,1196766.677786311
325,2017-04-19,1288082.9701059468,1221768.0529363258,1271815.678672763,1244119.8492425946,1274443.9062312138,1108737.8313670622,1189839.7734827125
326,2017-04-20,1304530.5710132073,1233646.3448638837,1288477.8777269933,1249749.2851107721,1281839.4132875479,1114430.9123087202,1199999.0433081854
327,2017-04-21,1303238.1656141721,1232180.2204215783,1287545.6829956092,1245088.8536776358,1283125.7188141118,1109106.2087950525,1198194.198643616
328,2017-04-24,1311636.3893943743,1246029.3974324407,1305134.839561451,1254414.6854256794,1294718.497154399,1125600.7672325445,1210797.360487284
329,2017-04-25,1322025.8569899998,1261129.1290328456,1325161.2681612484,1263793.833377231,1299367.2263158197,1133622.0558437658,1224339.2192278656
330,2017-04-26,1320050.6696776596,1259363.5623220892,1324699.24135905,1263749.6446089654,1295598.865823653,1127821.1244458854,1223112.9453272268
331,2017-04-27,1324076.5840764008,1259217.2379483718,1323673.5276719613,1262685.4173807963,1297733.9305898782,1124925.0919053962,1223476.8298923369
332,2017-04-28,1323742.9309551765,1258516.2131319281,1320219.5622152868,1261611.7068355463,1300829.5491732324,1121455.7941316229,1221096.4895446682
333,2017-05-01,1318292.8279726342,1254500.1693714103,1319708.948677219,1255329.9027817259,1294316.2328115993,1121696.644629571,1219519.2008616603
334,2017-05-02,1321477.1838671581,1256509.8585327314,1322145.0208217548,1259424.104077966,1296041.6790696278,1118668.309405198,1221643.5122571017
335,2017-05-03,1313230.5790814192,1256448.9897170889,1321434.5692428385,1255490.0536648321,1293415.557758632,1120511.1990288245,1222110.5828679046
336,2017-05-04,1316196.8184499356,1256471.5041011048,1321904.302564588,1255490.6058844526,1295373.8800685084,1120702.8671708533,1221735.650790176
337,2017-05-05,1317522.5248979058,1258536.6593569815,1325810.8931835738,1259158.4019509433,1291724.3937082023,1123524.4852071998,1224970.1802578217
338,2017-05-08,1318031.4430599126,1258786.9662125264,1324813.3515045003,1256722.8467737231,1292617.4904419694,1122495.3708626106,1225281.5606650235
339,2017-05-09,1317186.9408761333,1257800.1471435162,1323336.550409346,1257776.722485929,1290809.8842380524,1120786.8084614037,1223153.149161807
340,2017-05-10,1311003.049732678,1255023.8725019332,1324018.3098759607,1244260.970983055,1286871.422237605,1120645.0662578894,1221248.0796404935
341,2017-05-11,1310856.751255956,1253317.3667787418,1323580.844046615,1243569.1733087797,1286913.7158196082,1115585.9767002417,1219866.684995667
342,2017-05-12,1307670.6884992435,1250761.5569021706,1320397.0591560546,1242593.1999948756,1284770.2550397906,1114772.7526325537,1218536.541698039
343,2017-05-15,1311410.7739628607,1255012.1140213916,1325407.7748369835,1244726.9028512612,1290004.0897236932,1116193.006950791,1223512.364159728
344,2017-05-16,1304467.3378678835,1254323.2903767652,1321713.188998901,1243686.355952573,1290885.2548770872,1117113.2411312414,1223384.691359262
345,2017-05-17,1290494.6122545071,1233211.8089478677,1296797.471896695,1224121.2010805418,1276451.5039491388,1105655.4553226782,1201644.553228909
346,2017-05-18,1295310.7604931935,1237456.7679858832,1302139.9478941455,1228515.9289973641,1278827.1263583468,1110231.8965343786,1204915.300315241
347,2017-05-19,1306087.9581941452,1245231.755399792,1312726.7172622404,1232745.303073453,1289354.4611901953,1109121.666955346,1213185.2176992083
348,2017-05-22,1318588.0472199072,1248529.6348567633,1322130.7910923124,1231814.0239012935,1298379.3855844426,1109585.2550033275,1218432.7861929326
349,2017-05-23,1319432.3005356821,1251146.7863536873,1327715.2423727876,1233031.4196687962,1298263.6842607793,1109554.5933450405,1220944.899448843
350,2017-05-24,1326029.3072735094,1257416.0900087962,1336778.2372496275,1238190.837321919,1303455.024460314,1111104.9051547712,1225289.7608805755
351,2017-05-25,1337239.2431129513,1263720.5610903525,1345787.4298553497,1243997.4677313487,1313582.9700382275,1113856.9943128296,1229402.51065544
352,2017-05-26,1334800.8577693093,1263465.6860642885,1344864.8891318282,1244616.2921769207,1309847.3489412996,1113852.0430457778,1229246.820451839
353,2017-05-30,1332371.1006037213,1260123.964813294,1339559.7589745666,1243817.2640061958,1307640.4651460862,1113639.2297507948,1226284.0370162288
354,2017-05-31,1331062.20172777,1258080.4367657513,1331338.3037401978,1249365.0984269716,1311056.4045372067,1114514.7289333057,1225069.949547035
355,2017-06-01,1344396.9534562633,1267507.859928154,1345654.7621017105,1252813.2955459822,1317581.5137614512,1116761.7801614474,1232973.0211769429
356,2017-06-02,1350241.1023452585,1272078.0206153118,1349896.632848281,1261966.4884981383,1322816.011438975,1124671.0326724718,1236594.7830456444
357,2017-06-05,1349226.5698655297,1270375.7852674157,1348739.4225023114,1261286.8686361865,1321671.452514505,1125192.7160664613,1235297.3267183409
358,2017-06-06,1347149.5816824539,1266599.93236667,1345859.0099826553,1253400.2408646024,1319019.9321824852,1120397.105582529,1232509.481214502
359,2017-06-07,1356430.9051361084,1271006.8505414326,1353738.6878432008,1259701.7459896712,1321184.2673529566,1123328.8566064204,1234693.8136321066
360,2017-06-08,1354468.3149025724,1272390.2754144226,1357639.5348924708,1259533.9932496452,1323680.2581773887,1123796.037796892,1235209.288293042
361,2017-06-09,1353205.6832602455,1279475.0840085298,1358072.1723806574,1267132.8041388174,1327992.9337435563,1124331.18937607,1240424.8531677376
362,2017-06-12,1347822.9277063187,1278057.7944449708,1349949.5053537309,1272453.6502219196,1326529.183434658,1125191.3762039584,1238308.0586365524
363,2017-06-13,1356168.5342414505,1283227.334102791,1359615.0856998935,1271781.9790952888,1331584.1202456437,1127234.8992647189,1243719.517549429
364,2017-06-14,1361681.4539544976,1288024.917179889,1364714.6515159332,1275148.0040120352,1334993.0471477427,1129739.9234894656,1246407.1381965242
365,2017-06-15,1361693.8209492832,1287387.8620434175,1362227.1146248728,1275898.4715831603,1338895.9092536678,1131763.7143665105,1245552.2657252515
366,2017-06-16,1368437.7694559246,1288456.4200193214,1365667.3970909882,1272473.9755422648,1345889.8876375724,1129933.928836107,1246973.8642046582
367,2017-06-19,1377629.9601093433,1298903.5193155992,1379673.8389341228,1281527.9972486913,1351605.449819982,1137150.0282705363,1255412.3415749676
368,2017-06-20,1375373.0426754516,1296527.5742515267,1375942.9995557396,1279224.447118792,1348877.418556841,1133288.153236204,1251805.7273266602
369,2017-06-21,1381494.0445423778,1295814.441938978,1372487.504334639,1292821.0559434062,1348809.0183704575,1136992.4569356977,1248475.4147856948
370,2017-06-22,1386537.7222513014,1296200.0347139346,1374019.7812187283,1297343.5337607814,1351664.9025864701,1137379.1582792338,1247732.4980350805
371,2017-06-23,1389769.5037428413,1293653.3598851182,1373912.3296553576,1298380.7476554066,1355372.1771377865,1140409.7641408977,1247585.008047031
372,2017-06-26,1387825.074563886,1296086.7352662054,1374651.635644102,1301179.0628367101,1354116.5464490098,1141352.38476544,1248447.5112744423
373,2017-06-27,1382306.7526195534,1289632.4065031107,1369580.8454616582,1289584.878367045,1346484.1798204482,1132325.490596586,1242680.9374714205
374,2017-06-28,1389943.698937737,1299574.3188096823,1381960.0019944634,1300976.6397155162,1351544.660574106,1140453.52815991,1251074.9970074908
375,2017-06-29,1378735.0875220804,1290252.4649933996,1373938.84129605,1287223.631382461,1338677.7961098475,1128800.9942930278,1241302.959583074
376,2017-06-30,1379734.2726649242,1295561.695493854,1375065.003214977,1288471.955718829,1339515.3193464044,1130726.5619543132,1244953.4222062065
377,2017-07-03,1386703.6075395604,1304089.2615900568,1383081.9292436184,1294593.4847341988,1347554.348138545,1135647.1563299235,1252512.995918001
378,2017-07-05,1395777.106484238,1304735.4244796855,1393039.0091796531,1297599.4271256172,1350071.3985592038,1137907.4397504863,1252448.8747880617
379,2017-07-06,1385504.5856503416,1295548.9479971386,1384573.0656206876,1284044.287250036,1342447.9113285958,1129964.4806353569,1243227.8462919707
380,2017-07-07,1392426.780171783,1300306.4774038834,1392020.5645662148,1286264.1985838024,1348192.2462953164,1134199.7277518786,1248726.7741707333
381,2017-07-10,1393173.6876112076,1301283.0793315824,1393632.3443310964,1287797.8312073706,1349389.913439431,1133667.857519922,1248387.376360396
382,2017-07-11,1394303.089494373,1301470.07689556,1394174.7846261796,1291958.7187037808,1349545.1502967551,1134551.533078665,1248419.493871307
383,2017-07-12,1401665.7728968847,1307775.8623636935,1402047.5176409725,1296413.5170459587,1354574.1985336065,1139322.3605647772,1255596.049181704
384,2017-07-13,1397608.4935409129,1309840.4310170705,1401581.7226909883,1300323.2973514618,1353361.6104590588,1142249.034275299,1256817.653515153
385,2017-07-14,1407963.0297063054,1314737.8417098604,1406247.5569204516,1311648.591851027,1362066.7409274885,1150192.4005558202,1261753.8416016751
386,2017-07-17,1405181.1898508733,1314652.22774501,1404516.2945952143,1311150.678894178,1359342.683370466,1151202.5754678647,1261286.2015314586
387,2017-07-18,1410098.3160564788,1309792.9245484793,1397923.6839664376,1313714.2552301714,1364277.9729750617,1152802.3870697364,1258079.5755750658
388,2017-07-19,1419670.086640373,1314243.4778650734,1406409.58161321,1322919.545841556,1363141.2190016387,1156210.1280057544,1261929.3489928597
389,2017-07-20,1426247.1821948837,1312360.6285721343,1409227.5876699982,1325387.9212451174,1364059.9790560585,1157508.167863184,1260239.990697311
390,2017-07-21,1429102.1215850585,1312023.8774916762,1410414.6124528828,1327663.360588252,1367256.95028766,1157179.672200136,1258390.955982268
391,2017-07-24,1423525.6420007788,1307738.939293897,1407701.4458344348,1327318.6085631559,1365166.4418969082,1155748.1876603144,1254489.8173253927
392,2017-07-25,1423204.2513174468,1315639.7158837754,1423625.7093730206,1324827.923951565,1365299.4921976477,1161259.2889686509,1260336.2293381616
393,2017-07-26,1455695.099950033,1325351.1895811032,1443216.1326180627,1337523.418485306,1391505.5252394842,1160098.0340751666,1266026.3816879166
394,2017-07-27,1462556.518127368,1331919.1658133725,1448204.4643367978,1350986.7789386122,1396600.2668775078,1160098.0340751666,1271014.5044729328
395,2017-07-28,1469775.4736297198,1336435.3641284974,1453103.5519050725,1358164.4648585378,1399274.4615491906,1160384.0409380875,1272983.1256647727
396,2017-07-31,1475300.1475642498,1340644.8857913145,1457462.0703653807,1361289.0451035611,1403813.8756990077,1160536.94354324,1276529.0355396203
397,2017-08-01,1474739.0380149146,1342777.979687528,1459714.9981810607,1362145.2229019136,1405612.2942633643,1160796.5713129812,1280774.2415740222
398,2017-08-02,1471792.655001905,1344629.2905833933,1460880.239192474,1356455.978150411,1406155.9938785103,1160866.7608944925,1283825.177326814
