date,ensemble,dji
2018-04-12,1329925.8430552552,1427671.4223740832
2018-04-13,1326115.7810605497,1420504.2061980646
2018-04-16,1331506.873877765,1432918.8769759245
2018-04-17,1333874.7147263442,1445373.97937213
2018-04-18,1334328.5642418775,1443125.411932703
2018-04-19,1331700.928809062,1438274.984433827
2018-04-20,1330725.2385939627,1426498.6776582964
2018-04-23,1330597.5550272972,1425667.7224823828
2018-04-24,1326694.1170455012,1400910.5883802718
2018-04-25,1326344.6700736082,1404391.8076657664
2018-04-26,1327412.299825958,1418299.942700994
2018-04-27,1326996.899095062,1417649.7339428675
2018-04-30,1323460.654873947,1409017.1848044994
2018-05-01,1319202.9846735988,1405279.3671073639
2018-05-02,1315486.0011172327,1395128.8669568556
2018-05-03,1311492.9375895534,1395430.338770266
2018-05-04,1321238.853752426,1414811.0926593607
2018-05-07,1326907.0940390625,1420339.7463194984
2018-05-08,1328111.861172775,1420508.3063058406
2018-05-09,1343183.2371066129,1431140.3413362503
2018-05-10,1351591.0297812498,1442627.3627298153
2018-05-11,1357526.9341055905,1447971.16986439
2018-05-14,1360306.8374625242,1451950.4383527725
2018-05-15,1344844.3028983152,1440696.098075489
2018-05-16,1352043.9744930111,1444341.7772395501
2018-05-17,1349271.311742767,1441137.543012693
2018-05-18,1347373.6074352108,1441202.233602046
2018-05-21,1356606.5444240414,1458591.0184633548
2018-05-22,1357030.4452648007,1448160.116497729
2018-05-23,1361201.4277477108,1451215.72181771
2018-05-24,1353459.254606231,1446839.3123344795
2018-05-25,1349398.1529445492,1443418.1140711484
2018-05-29,1320829.761152252,1420580.5137594491
2018-05-30,1340003.4075374447,1438443.4305282864
2018-05-31,1324022.063520416,1423752.1749078643
2018-06-01,1341644.7432384335,1436544.2833848714
2018-06-04,1348450.5818614804,1446951.8375145511
2018-06-05,1339630.2648601376,1446152.4303901354
2018-06-06,1357174.148298248,1466352.5224831118
2018-06-07,1361547.3328914486,1471893.3625746947
2018-06-08,1364380.8061427914,1476273.758273818
2018-06-11,1365116.780782684,1476610.8782465025
2018-06-12,1363597.9925288998,1476518.7397134276
2018-06-13,1358752.5514659726,1469548.5564944171
2018-06-14,1354366.9331722104,1468038.9195897111
2018-06-15,1346515.8401927792,1463092.2534499844
2018-06-18,1338413.2122020563,1457085.481666425
2018-06-19,1327889.7256984557,1440334.605239915
2018-06-20,1323094.6373882138,1437861.556899758
2018-06-21,1312790.0337123715,1426426.356312805
2018-06-22,1309924.1591777646,1433376.722344232
2018-06-25,1294504.6705989682,1414244.93611064
2018-06-26,1290744.811285003,1416012.3103458134
2018-06-27,1280224.508642181,1406360.4288576064
2018-06-28,1292118.8629741513,1412101.9464464423
2018-06-29,1288307.6105174862,1415330.0979686584
2018-07-02,1296068.9260387265,1417415.9139077591
2018-07-03,1286259.0212077938,1409697.6888034143
2018-07-05,1294644.6395854794,1420305.920430347
2018-07-06,1304091.0220901868,1426122.037202328
2018-07-09,1334194.6825735625,1444788.4612033565
2018-07-10,1335251.90983831,1453131.2693922285
2018-07-11,1322027.0705148848,1440348.5000496
2018-07-12,1333001.1319613722,1453436.2718540016
2018-07-13,1336982.5896666106,1458947.9556236225
2018-07-16,1348497.571095535,1461569.0634112419
2018-07-17,1348855.4870065916,1464807.2374191326
2018-07-18,1352854.854123821,1469437.170233172
2018-07-19,1337291.170901012,1461577.2636267936
2018-07-20,1339421.425063114,1461205.1788461318
2018-07-23,1342936.3525028415,1460398.7104249909
2018-07-24,1352465.4070173528,1471924.2272748966
2018-07-25,1363603.8464142797,1481963.3411641596
2018-07-26,1371538.699796028,1488550.961549303
2018-07-27,1373406.9521704558,1484118.631151685
2018-07-30,1372669.1968957442,1475708.171184511
2018-07-31,1372218.316551353,1482026.8928346857
2018-08-01,1371925.1602365037,1477282.0431110386
2018-08-02,1373517.8282548443,1476835.3591472323
2018-08-03,1381416.0347100752,1484790.3654756348
2018-08-06,1385053.7397462386,1487099.5233966387
2018-08-07,1391523.763683464,1494489.512095147
2018-08-08,1382603.4730721968,1491856.1039842
2018-08-09,1374704.5714341658,1487510.673093054
2018-08-10,1366326.7778169173,1476076.155857397
2018-08-13,1360287.4295999068,1468761.3358014463
2018-08-14,1369887.3676454085,1475305.2217036472
2018-08-15,1369117.8972703477,1467286.6637047185
2018-08-16,1391003.981445457,1490397.1489672796
2018-08-17,1396634.4617845076,1496845.9351474564
2018-08-20,1399487.4421311873,1502057.2860224934
2018-08-21,1404776.938812401,1505765.9473976672
2018-08-22,1401254.9832994002,1500594.230897797
2018-08-23,1395114.4854737776,1496126.366232788
2018-08-24,1396937.7856904524,1503903.47344047
2018-08-27,1417680.9129678267,1519023.4181072377
2018-08-28,1418062.634121086,1519861.8901474068
2018-08-29,1420918.1869660872,1523392.766293743
2018-08-30,1416359.2304307478,1515366.0080792625
2018-08-31,1413832.2039948958,1514077.321426924
2018-09-04,1408735.0756379622,1513357.7525122557
2018-09-05,1408119.0932008284,1514670.3564599534
2018-09-06,1400494.1842118758,1515887.8606856267
2018-09-07,1395349.327884819,1511261.9140874806
2018-09-10,1397430.1268731612,1507794.13404414
2018-09-11,1395706.7545281905,1514441.2059920342
2018-09-12,1391005.046318199,1516065.7598063473
2018-09-13,1402416.9816743392,1524641.8185709142
2018-09-14,1400278.9913064498,1525147.9540974712
2018-09-17,1395871.227176811,1519751.0733455752
2018-09-18,1404171.9192163008,1530529.6872289728
2018-09-19,1421135.198700096,1539789.6667489347
2018-09-20,1435509.5666963118,1554439.0101565365
2018-09-21,1432189.1145173567,1559484.1927747673
2018-09-24,1425388.785553123,1548903.4090915562
2018-09-25,1421213.6800080794,1544830.863151272
2018-09-26,1411502.532985832,1538595.3964673243
2018-09-27,1415267.4087716597,1541782.205236134
2018-09-28,1405048.087398674,1542854.0417438806
2018-10-01,1407253.748359825,1554102.573535148
2018-10-02,1413517.4917642134,1561259.197766079
2018-10-03,1417163.7147332686,1564434.3895628566
2018-10-04,1411388.989353092,1552718.7871607859
2018-10-05,1403426.4915544393,1542197.4550403252
2018-10-08,1408317.5575058744,1544514.1298255848
2018-10-09,1407733.3192803038,1541236.4353344098
2018-10-10,1366479.8809244917,1492730.2241836428
2018-10-11,1335447.165407463,1460896.759627879
2018-10-12,1357004.4096720885,1477641.827568373
2018-10-15,1350620.4816626662,1472426.3765855602
2018-10-16,1383520.8884377896,1504374.0746996356
2018-10-17,1395346.9795139085,1499024.459079045
2018-10-18,1380716.9021774975,1479942.785273825
2018-10-19,1394292.9531022413,1483726.7291834396
2018-10-22,1392898.6744389725,1476325.1235128993
2018-10-23,1391515.9207207873,1468978.8692973338
2018-10-24,1384046.8272957993,1433524.2123322813
2018-10-25,1392539.6007786945,1456915.213301843
2018-10-26,1383779.231492348,1439640.6619988459
2018-10-29,1369039.4598321158,1425331.2858609948
2018-10-30,1389672.6367066582,1450506.0614968333
2018-10-31,1403153.4267003257,1464566.356087299
2018-11-01,1416089.5002193537,1480018.0678082658
2018-11-02,1408592.8169884805,1473608.9160032559
2018-11-05,1423358.6218112153,1484739.0002365534
2018-11-06,1431785.4042259338,1494845.1964447054
2018-11-07,1460913.1727814225,1526642.5572736652
2018-11-08,1463222.5007415437,1527279.326789637
2018-11-09,1454252.7528322036,1515504.8422842291
2018-11-12,1427187.5005188186,1480393.5693454077
2018-11-13,1421335.260031293,1474522.1011184524
2018-11-14,1412936.259732274,1462510.2659295737
2018-11-15,1423371.9139536866,1474684.1692674828
2018-11-16,1426439.0785719536,1481912.089816961
2018-11-19,1396098.610076581,1458833.038714015
2018-11-20,1377193.277336026,1426656.19013202
2018-11-21,1374875.6032408418,1426600.7247851628
2018-11-23,1365888.9799386489,1416177.909143206
2018-11-26,1383735.8372232255,1436837.55498273
2018-11-27,1393893.0642745828,1443163.9073890434
2018-11-28,1439236.2223461007,1479183.5819839898
2018-11-29,1444484.6820171212,1477574.745249484
2018-11-30,1462661.2375057077,1489215.179008997
2018-12-03,1476139.7637775275,1506007.3981889142
2018-12-04,1433687.1941058969,1459394.639587429
2018-12-06,1430655.500101838,1454764.5928815068
2018-12-07,1398208.2710788583,1422184.1114673524
2018-12-10,1405322.0480678414,1424184.8501701034
2018-12-11,1404587.723749909,1421093.1411233179
2018-12-12,1414967.903824601,1430249.9345975863
2018-12-13,1419881.9898403024,1434338.3115095608
2018-12-14,1380567.6268051004,1405364.4443437133
2018-12-17,1379187.0659033975,1375769.0691741712
2018-12-18,1380097.380514833,1380589.2014322588
2018-12-19,1374669.5441882336,1360064.289689926
2018-12-20,1365329.347261735,1333003.692260944
2018-12-21,1355067.3147242744,1308848.8184343579
2018-12-24,1331109.129530259,1270760.7533583585
2018-12-26,1379615.237288209,1334102.8628205303
2018-12-27,1395953.75651085,1349285.789698411
2018-12-28,1391686.970819398,1344829.5420054332
2018-12-31,1409721.3641768657,1360285.9232935894
2019-01-02,1406157.7671064006,1361380.9937453996
2019-01-03,1372393.9756390848,1322893.509836899
2019-01-04,1421073.2442014017,1366449.5241995763
2019-01-07,1432749.6048434535,1372175.210816722
2019-01-08,1450667.2133940973,1387109.0561472175
2019-01-09,1454472.0993310253,1392454.5716600323
2019-01-10,1463215.1832955638,1399615.4098906217
2019-01-11,1460348.741177682,1399267.2424053191
2019-01-14,1452592.2500693598,1394245.9770824476
2019-01-15,1467167.0012368478,1403328.1713735715
2019-01-16,1466393.8609643255,1411583.5105965578
2019-01-17,1475665.4399950113,1421084.940907766
2019-01-18,1496371.333112153,1440692.5674271265
2019-01-22,1476111.848951043,1423089.779718293
2019-01-23,1487122.646086358,1433069.328152923
2019-01-24,1483053.213492059,1431764.3549613638
2019-01-25,1492324.350781106,1442491.4897137978
2019-01-28,1480721.622856759,1430305.3999444435
2019-01-29,1476073.1497503747,1433322.5098080842
2019-01-30,1499044.0121809472,1458682.5875370163
2019-01-31,1511134.6163546075,1457796.8503655416
2019-02-01,1523671.2542101373,1461541.7293594026
2019-02-04,1540086.224922799,1471774.345557311
2019-02-05,1546013.2035452356,1481812.889987161
2019-02-06,1544688.0614420404,1480575.568573904
2019-02-07,1530892.8672014703,1467701.7996170272
2019-02-08,1532524.28929963,1464016.4860777992
2019-02-11,1541681.0552622308,1460913.0461670996
2019-02-12,1563315.6528612603,1482643.2757036611
2019-02-13,1565352.1870352258,1489495.5808241148
2019-02-14,1559229.6479403009,1483438.12715277
2019-02-15,1557670.4203267412,1509320.7408393628
2019-02-19,1557833.2741746262,1509791.3420985285
2019-02-20,1557155.035532887,1513471.9860705673
2019-02-21,1556726.946366628,1507418.6325069985
2019-02-22,1559232.4521182375,1517983.6991104018
2019-02-25,1560782.452281888,1521490.544069496
2019-02-26,1562480.866242345,1519509.736446211
2019-02-27,1562904.276317723,1515263.3914929824
2019-02-28,1561409.1189782456,1511230.4799278656
2019-03-01,1564536.0460496263,1517663.5490282346
2019-03-04,1554439.0645314532,1505612.0794641888
2019-03-05,1551571.8418994264,1504852.8761743533
2019-03-06,1548187.2914935425,1497087.385938703
2019-03-07,1536532.792490323,1485411.4179117992
2019-03-08,1533830.0137183503,1484070.7965609664
2019-03-11,1557001.428361638,1495770.6818832296
2019-03-12,1562116.028539197,1490159.7982838089
2019-03-13,1576084.9126982852,1498803.5088266777
2019-03-14,1581425.618081586,1499214.5446312106
2019-03-15,1592782.069341199,1507315.9020288358
2019-03-18,1602083.859990613,1511119.6631260337
2019-03-19,1603646.3752532168,1509561.6221711962
2019-03-20,1592276.9246611758,1501298.0827326581
2019-03-21,1612629.4402403994,1513942.587329733
2019-03-22,1571315.0965056582,1487107.7236121905
2019-03-25,1568319.0258994263,1487953.8264084982
2019-03-26,1575174.4922156497,1496170.1007157308
2019-03-27,1563560.726926343,1494295.8958946192
2019-03-28,1570703.4813323184,1499653.1422713483
2019-03-29,1581869.5116973086,1511969.8660301173
2019-04-01,1604040.4929518865,1531197.89090456
2019-04-02,1591932.427167432,1526574.3360359499
2019-04-03,1594085.2295699285,1528848.5291489759
2019-04-04,1590751.5552878545,1538557.58436228
2019-04-05,1597317.4253096743,1540911.0462256402
2019-04-08,1600990.9200648738,1536014.492514285
2019-04-09,1589479.5861976729,1524909.4644951737
2019-04-10,1597340.2493597746,1525293.1662478673
2019-04-11,1598234.891103896,1524470.4112875056
2019-04-12,1605102.3642479314,1540171.0906639749
2019-04-15,1603497.290138465,1538565.6706859493
2019-04-16,1603192.1975685947,1542524.552527335
2019-04-17,1602184.705858908,1542342.5532988387
2019-04-18,1602032.259704193,1548756.944130451
2019-04-22,1601314.6668883932,1545929.464251445
2019-04-23,1603776.6397352137,1554404.614807972
2019-04-24,1602518.3938506085,1550944.3516288875
2019-04-25,1604575.6823395442,1543073.8530774212
2019-04-26,1604222.8215157837,1547811.755396226
2019-04-29,1604473.0442073504,1548456.7251277496
2019-04-30,1604131.1801942163,1550702.9008376407
2019-05-01,1602811.849164275,1541211.379120224
2019-05-02,1601758.9122112817,1534076.7360226472
2019-05-03,1603905.71031982,1545573.6660100042
2019-05-06,1603037.652144454,1541697.6974591974
2019-05-07,1597657.0877375435,1514093.0385067316
2019-05-08,1597112.44280482,1514223.6724961468
2019-05-09,1595283.0087636842,1506119.9233689858
2019-05-10,1597798.138457822,1512768.1342357062
2019-05-13,1589713.6838357097,1476767.137909517
2019-05-14,1593133.969851537,1488841.3858500952
2019-05-15,1595748.240459422,1495603.8302751277
2019-05-16,1600896.5872128855,1508121.23153115
2019-05-17,1597725.2648178502,1502366.9580514557
2019-05-20,1596599.0970706665,1497462.887475845
2019-05-21,1598601.5460589326,1508975.5345430095
2019-05-22,1598969.244018821,1503102.2440459316
2019-05-23,1592562.018012321,1486416.7415600703
2019-05-24,1594911.1756406324,1491969.198623685
2019-05-28,1587616.352331951,1478095.4589370221
2019-05-29,1582317.664976288,1465187.4085234634
2019-05-30,1583368.9371126257,1467722.3001559065
2019-05-31,1573188.4645922668,1447030.5368054716
2019-06-03,1572358.4194350536,1447306.9524046963
2019-06-04,1588905.413806048,1477186.3739296014
2019-06-05,1599707.0110562444,1489279.86959835
2019-06-06,1605768.7661585356,1499839.6971751512
2019-06-07,1616047.1008156517,1515192.2090663176
2019-06-10,1614435.8541696323,1519783.7603158997
2019-06-11,1612579.480071599,1518957.4747071755
2019-06-12,1612273.1289414982,1516410.3966432873
2019-06-13,1614533.7515280726,1522354.755675147
2019-06-14,1615078.5432571112,1521354.101594065
2019-06-17,1616476.1818122258,1522690.622837122
2019-06-18,1625009.1324784283,1543275.5556016185
2019-06-19,1631908.1385176629,1545518.3145550296
2019-06-20,1641423.4172685938,1560048.0714858347
2019-06-21,1640818.609171823,1558063.163754774
2019-06-24,1635879.230399709,1558553.4683096407
2019-06-25,1626470.0369537214,1548096.9406704155
2019-06-26,1623907.052387754,1547432.1537513083
2019-06-27,1624537.8960931106,1546835.018610503
2019-06-28,1630154.3232089514,1551114.0505340563
2019-07-01,1636437.0662329306,1557963.963924974
2019-07-02,1639684.688858156,1562002.1145166936
2019-07-03,1649726.50530483,1572458.7560478013
2019-07-05,1647150.190078424,1569899.9471199987
2019-07-08,1640435.828853296,1563136.9332355533
2019-07-09,1640547.873754583,1561816.129072304
2019-07-10,1647675.1515252702,1566289.2327639158
2019-07-11,1655959.659929197,1579577.568173688
2019-07-12,1661814.129574331,1593802.8921021332
2019-07-15,1666334.7253991144,1595384.9642442127
2019-07-16,1662002.6431368156,1594012.908733765
2019-07-17,1657258.5965454918,1587261.3979294682
2019-07-18,1660487.2412847346,1587443.3971579648
2019-07-19,1652270.491609907,1583433.1500774976
2019-07-22,1652719.0232815226,1584465.3522100777
2019-07-23,1655064.453552076,1594803.5461832152
2019-07-24,1660059.254202688,1590184.0914223809
2019-07-25,1652132.258898115,1582662.3298156306
2019-07-26,1656286.416221445,1585663.608707581
2019-07-29,1653888.333586824,1587348.866895354
2019-07-30,1648573.859291868,1585988.4283569376
2019-07-31,1632558.0201278669,1566526.5834473865
2019-08-01,1623742.2205702378,1550149.5001797783
2019-08-02,1617576.0692377756,1544410.9437798916
2019-08-05,1571134.902229875,1499669.428810569
2019-08-06,1590135.849660509,1517850.1039320375
2019-08-07,1594551.2887837847,1516541.0306327024
2019-08-08,1615925.0810975742,1538181.9689332556
2019-08-09,1620740.6525816475,1532890.0964971755
2019-08-12,1603996.0817027187,1510089.8527229899
2019-08-13,1627570.2830798358,1532451.0432895073
2019-08-14,1581660.3811830997,1485772.34128796
2019-08-15,1593355.966283525,1491601.897302095
2019-08-16,1591762.6273082565,1509481.6700695665
2019-08-19,1592672.8400650425,1524046.9612677626
2019-08-20,1590789.8873527662,1513938.4872219572
2019-08-21,1591989.600170481,1527950.4916541737
2019-08-22,1591673.4831918697,1530837.5369878125
2019-08-23,1582855.46957651,1494488.9426357336
2019-08-26,1588141.248821223,1510229.25638737
2019-08-27,1586363.0518115717,1503177.5265803724
2019-08-28,1590013.027954402,1518233.805684731
2019-08-29,1596836.7150308106,1537252.4972788382
2019-08-30,1597648.0396799045,1539645.0240579518
2019-09-03,1590136.8113294025,1523010.7729192893
2019-09-04,1596062.2298379058,1536857.178554113
2019-09-05,1606229.0052548638,1558589.1164689143
2019-09-06,1606680.7054626197,1562630.7977089963
2019-09-09,1606261.523899612,1564849.5254751656
2019-09-10,1608132.578219276,1569159.9915583336
2019-09-11,1618134.5271036904,1582432.4959964156
2019-09-12,1618922.0022919269,1585080.4822683434
2019-09-13,1620137.618538982,1587242.150201298
2019-09-16,1612302.865855083,1578920.9814701325
2019-09-17,1616190.110001545,1580902.472444713
2019-09-18,1618336.190954781,1583018.0141651891
2019-09-19,1617941.7637879984,1579968.786790637
2019-09-20,1615394.062424229,1570655.164193941
2019-09-23,1615849.4368686678,1571525.184285608
2019-09-24,1608632.2484148866,1563231.9190656948
2019-09-25,1616880.5714899446,1572733.463268786
2019-09-26,1613180.8650361637,1568092.2551583627
2019-09-27,1607664.163029301,1563959.688195915
2019-09-30,1609607.277012627,1569591.5279017459
2019-10-01,1593764.719878987,1549544.1648234213
2019-10-02,1569498.4394473692,1520713.231970317
2019-10-03,1581534.1683432583,1527851.861283787
2019-10-04,1598796.912979794,1549583.913090471
2019-10-07,1597969.6474540676,1544003.3247318387
2019-10-08,1581955.3981159176,1525694.2934586084
2019-10-09,1591225.4826545718,1536305.4862744906
2019-10-10,1597620.5490723422,1545090.8783193931
2019-10-11,1611603.1137559132,1563746.2548078033
2019-10-14,1614469.9268320012,1562041.7488918605
2019-10-15,1621720.9985794604,1575887.5850672708
2019-10-16,1619745.6941420138,1574556.8723102296
2019-10-17,1623151.9199288297,1575950.5672783838
2019-10-18,1615573.7937992213,1561041.0948107783
2019-10-21,1625193.3922818874,1564390.655079914
2019-10-22,1611365.4862276348,1562084.91391539
2019-10-23,1609754.1300464594,1564758.5258609173
2019-10-24,1609321.366789242,1563101.2850762797
2019-10-25,1611904.8650981863,1571995.785544774
2019-10-28,1614875.1154376944,1579731.549999049
2019-10-29,1614148.032510372,1578608.4621441034
2019-10-30,1618334.5101303062,1585327.7415456062
2019-10-31,1612934.323200222,1577137.2068038557
2019-11-01,1628373.9510917626,1594696.8294891596
2019-11-04,1626461.844547268,1601388.2053794097
2019-11-05,1625335.2969726524,1603167.9938297933
2019-11-06,1626958.9952375144,1603163.8937220173
2019-11-07,1637379.7439597282,1613790.8036177072
2019-11-08,1648219.788754681,1614166.305154849
2019-11-11,1644138.6632634734,1614764.0097550675
2019-11-12,1648016.0137001572,1614764.0097550675
2019-11-13,1657506.8018851853,1620134.5814820682
2019-11-14,1653227.6416220055,1620039.595651927
2019-11-15,1659764.6926198006,1633039.215139147
2019-11-18,1661495.3532880286,1634866.154828953
2019-11-19,1668741.420761532,1628906.5342848166
2019-11-20,1662294.0937854042,1622321.3056292087
2019-11-21,1656135.6716891518,1619125.7271854342
2019-11-22,1663602.3626338234,1625501.053101293
2019-11-25,1677269.5753375285,1636630.1123076465
2019-11-26,1682895.0315638771,1639849.4941548978
2019-11-27,1690431.4371119728,1642317.3034684518
2019-11-29,1686990.5419055214,1635751.8920004277
2019-12-02,1673478.4454165688,1620102.463971157
2019-12-03,1661899.019971012,1603761.598322236
2019-12-04,1666780.1444979897,1612331.7347089043
2019-12-05,1669084.850541233,1613965.0581981826
2019-12-06,1681638.717995762,1633632.2501721762
2019-12-09,1678963.569306492,1627482.5440758737
2019-12-10,1677153.7182131996,1625856.851342734
2019-12-11,1680220.4175883522,1627581.743905674
2019-12-12,1692976.9506503334,1640454.2600518411
2019-12-13,1699760.5065623512,1640648.4457117827
2019-12-16,1712760.7508784523,1646509.4358855328
2019-12-17,1709835.294304966,1648332.8449269766
2019-12-18,1704900.3066264382,1646707.038301954
2019-12-19,1714163.5452471962,1654735.618786557
2019-12-20,1725432.3225604286,1659291.5218768653
2019-12-23,1723029.318448185,1664915.1613671444
2019-12-24,1722116.731515049,1662811.2366187004
2019-12-26,1729198.888554691,1668988.9601181378
2019-12-27,1732634.165314793,1670380.8328161694
2019-12-30,1719411.6818896525,1659702.6715732808
2019-12-31,1723830.7427836647,1664151.8579695332
2020-01-02,1744823.8111735573,1683416.100462663
2020-01-03,1730711.2848979223,1669775.6113516951
2020-01-06,1733762.1574450722,1673770.027460472
2020-01-07,1725401.294519764,1666789.9356476697
2020-01-08,1736064.6354966543,1676202.1886147524
2020-01-09,1743347.1934859124,1688553.4216139687
2020-01-10,1738920.1973920404,1680790.2092159716
2020-01-13,1747097.5370940743,1685646.5590927463
2020-01-14,1752739.9874572183,1687548.6674251107
2020-01-15,1761798.747376507,1692828.922889159
2020-01-16,1772241.0588929637,1708422.8855715727
2020-01-17,1785771.3944440042,1711365.282360186
2020-01-21,1784318.2164252663,1702498.2298354136
2020-01-22,1782317.7611648217,1701928.5426383305
2020-01-23,1772633.5065636863,1700401.935843108
2020-01-24,1765009.2441155282,1690467.8302696608
2020-01-27,1736480.0034452097,1663997.990036055
2020-01-28,1733723.9748086203,1674905.3017468622
2020-01-29,1725494.4367322046,1675581.7056380014
2020-01-30,1736749.446004856,1682870.2166690566
2020-01-31,1691765.1228675346,1647683.7750876767
2020-02-03,1700594.156384762,1656068.0399218383
2020-02-04,1722199.183900921,1679849.1205895224
2020-02-05,1732755.5138607903,1708026.8834955515
2020-02-06,1731022.7905763704,1713212.0392375758
2020-02-07,1728674.8034235083,1697044.2892503033
2020-02-10,1731728.860703858,1707208.7981023788
2020-02-11,1732001.6738611306,1707180.7806992438
2020-02-12,1738824.1231462564,1723221.4273454638
2020-02-13,1736215.8741785134,1715751.030977795
2020-02-14,1739374.4214666449,1714279.7756375468
2020-02-18,1729455.179119309,1704606.2546916339
2020-02-19,1742235.623753159,1711361.18225241
2020-02-20,1737810.4225108954,1703894.3165331038
2020-02-21,1722042.571426003,1690624.089932675
2020-02-24,1664835.4230292442,1630468.2197798993
2020-02-25,1608666.715820992,1579185.6662054425
2020-02-26,1594818.3689006583,1571968.3376010521
2020-02-27,1531920.3136369253,1502520.939876817
2020-02-28,1521854.2461429525,1481686.925564935
2020-03-02,1584803.8759069068,1557141.2089646123
2020-03-03,1583219.1339437568,1511312.7098671487
2020-03-04,1591479.7616746984,1579739.636322718
2020-03-05,1577818.4005079346,1523200.8584714546
2020-03-06,1568664.3785219272,1508243.6653050133
2020-03-09,1504708.8952993471,1390816.0091441516
2020-03-10,1504008.923979767,1458875.0648187175
2020-03-11,1493815.482084473,1373450.572118789
2020-03-12,1493640.180874832,1236264.154910272
2020-03-13,1493640.180874832,1352014.7530989125
2020-03-16,1493640.180874832,1177245.9507734228
2020-03-17,1493640.180874832,1238407.8279257657
2020-03-18,1493640.180874832,1160358.6318714817
2020-03-19,1493640.180874832,1171337.126008954
2020-03-20,1493640.180874832,1118085.4956751266
2020-03-23,1493640.180874832,1084144.5757225556
2020-03-24,1493640.180874832,1207358.0534146095
2020-03-25,1493640.180874832,1236260.1686943788
2020-03-26,1493640.180874832,1315076.6543621672
2020-03-27,1486418.3742563324,1261697.8067954048
2020-03-30,1496464.9846403198,1301974.4182886675
2020-03-31,1484821.9291219788,1278047.5560111736
2020-04-01,1456175.3995855409,1221271.4274764396
2020-04-02,1478241.6596632083,1248674.2700128253
2020-04-03,1477434.2416200717,1227628.6445829547
2020-04-06,1477434.2416200717,1322530.194731202
2020-04-07,1476742.6705473023,1321006.435233046
2020-04-08,1484709.1197176054,1366473.4414949357
2020-04-09,1487431.2973447875,1383139.1267932134
2020-04-13,1482366.31569577,1363977.6147782463
2020-04-14,1501450.2628461914,1396573.8132722082
2020-04-15,1495975.580992706,1370600.769430781
2020-04-16,1512240.518128784,1372544.3344084348
2020-04-17,1528360.8499582363,1413643.7008620591
2020-04-20,1504905.460666473,1379119.6544702507
2020-04-21,1471515.021090515,1342291.8030759236
2020-04-22,1494799.7556165769,1368937.1507007142
2020-04-23,1502749.7298627929,1371236.9694873397
2020-04-24,1528305.65575502,1386398.8263669275
2020-04-27,1548050.7037286528,1407304.4786730048
2020-04-28,1533226.6845025786,1405425.1487171731
2020-04-29,1545446.703499771,1436465.470202068
2020-04-30,1542639.1348657378,1419663.3424283594
2020-05-01,1514038.4315423735,1383391.055637665
2020-05-04,1522346.934349991,1384911.2844874586
2020-05-05,1538813.167244888,1392686.1138574872
2020-05-06,1526146.5741815337,1379947.7623490975
2020-05-07,1526661.6224603422,1392266.3083779893
2020-05-08,1549307.3697900542,1418823.6175774809
2020-05-11,1551980.0068292387,1412448.291661622
2020-05-12,1527649.43901918,1385787.1130651415
2020-05-13,1499362.912072159,1355650.6375610647
2020-05-14,1526558.1156244047,1377656.0298861412
2020-05-15,1539676.1829766997,1381159.4580887551
2020-05-18,1572001.5601434477,1434337.6281582648
2020-05-19,1546209.5248651274,1411565.9712466276
2020-05-20,1552269.3617334135,1433085.7285840267
2020-05-21,1546389.8155298005,1427150.5947946624
2020-05-22,1549850.153145767,1426628.1727288847
2020-05-26,1569407.326104141,1457530.9128195222
2020-05-27,1603519.9275140532,1489787.1440437336
2020-05-28,1603261.6061029204,1481178.5122007248
2020-05-29,1612656.446404434,1480156.2186619367
2020-06-01,1610827.8797693022,1485515.742876319
2020-06-02,1627000.2651605376,1501122.0058820602
2020-06-03,1641341.681511856,1531866.7779314432
2020-06-04,1623089.804039932,1532562.4295507523
2020-06-05,1665673.9895105131,1580912.9504979183
2020-06-08,1671302.355706192,1607821.8439391924
2020-06-09,1664943.7831964262,1590319.9644383986
2020-06-10,1661563.0144433745,1573857.6900425581
2020-06-11,1563502.4888391264,1465290.0251097435
2020-06-12,1576790.012169815,1493126.681827195
2020-06-15,1581227.1343621977,1502317.9845419102
2020-06-16,1616518.1397332917,1533038.2698365208
2020-06-17,1613219.7171106108,1523103.4809117774
2020-06-18,1612068.63131044,1520799.562017376
2020-06-19,1604929.9622888337,1508633.2894356053
2020-06-22,1614160.6678552397,1517584.2802779006
2020-06-23,1626733.646859146,1525231.322955581
2020-06-24,1590334.1117944487,1483820.006635341
2020-06-25,1610191.1767511135,1501293.9826248821
2020-06-26,1565950.4876031645,1458722.905263479
2020-06-29,1589374.0625543364,1492558.8169002342
2020-06-30,1615610.4489984282,1505217.330198877
2020-07-01,1616075.1200799712,1500674.182999427
2020-07-02,1624145.1054925688,1506061.610725062
2020-07-06,1645176.7850732573,1532866.1792018162
2020-07-07,1623258.9352197417,1509724.829239053
2020-07-08,1635926.607482147,1520051.9756995724
2020-07-09,1616607.3879043425,1498990.0637304806
2020-07-10,1626453.4497485044,1520519.7296616717
2020-07-13,1635761.981734428,1521132.0124228708
2020-07-14,1666832.0467660215,1553599.854765071
2020-07-15,1663264.877627609,1566866.5507171373
2020-07-16,1665848.492114227,1558971.6793027814
2020-07-17,1663544.660173881,1555311.8775452701
2020-07-20,1661972.455899574,1555832.0217733944
2020-07-21,1666858.2934526135,1565134.710749355
