date,a2c,ddpg,td3,ppo,sac
2016-11-04,1088731.7936523724,1066987.4720786535,1089564.7781541706,1004144.1304140516,1121872.4996263657
2016-11-07,1115868.00512393,1091457.3951228582,1117355.3051317097,1027832.468931088,1146941.1287347947
2016-11-08,1120234.0431373883,1095697.52192721,1121867.3879449726,1029626.023546578,1152209.2962762986
2016-11-09,1127852.6647976208,1115517.676250788,1143653.9765966297,1058238.4859515596,1158044.8136064683
2016-11-10,1142684.016426878,1132492.6544536077,1160093.025945461,1078128.6456359087,1172134.1662637864
2016-11-11,1148107.8377712537,1135987.4143832647,1164804.4383275867,1082645.750343987,1175205.122028557
2016-11-14,1159133.3714550305,1141245.6598666632,1181253.8710058094,1086531.5384659716,1172825.8413164292
2016-11-15,1157394.481669264,1143425.6004641973,1185168.8071935535,1087438.4484727236,1172894.5724069749
2016-11-16,1155402.5252064038,1140155.4757731878,1177426.7600324512,1082890.2475701014,1172618.9009897385
2016-11-17,1155282.8815124799,1144144.3975242102,1181960.6672227741,1085018.7330286622,1173247.2129442368
2016-11-18,1152803.1780231763,1140712.492657038,1182436.7744977833,1081958.066836539,1171682.9112932358
2016-11-21,1156784.3542431165,1144822.9329017126,1185597.3780706287,1083293.2387651391,1179471.6425859604
2016-11-22,1161127.641459303,1150436.751558634,1192034.3335531116,1085721.2493268114,1181571.901802269
2016-11-23,1164961.9384125043,1155823.589241358,1198939.1816041828,1090203.020301047,1184212.8096429978
2016-11-25,1166662.3181694318,1158620.0675357305,1198776.2324045063,1093268.7854480157,1188930.1264230881
2016-11-28,1162155.5192917157,1155889.3569377386,1194357.4104860188,1091032.0103507314,1187385.2059595261
2016-11-29,1176631.0250995923,1160045.5730555975,1204459.458610332,1098318.284533835,1192038.153125969
2016-11-30,1173205.9865902234,1161356.2785380804,1209397.1157720448,1096257.7988298803,1188013.320389
2016-12-01,1176346.5252006818,1167331.507046076,1216596.0514963032,1102838.2340647588,1188055.3523637925
2016-12-02,1175589.9611175824,1164725.81763682,1210927.0778520466,1102195.7455361143,1187769.918876854
2016-12-05,1173268.8833378125,1168147.2515166723,1216581.8503263355,1110045.8618887581,1186741.630394188
2016-12-06,1174072.563000517,1169783.4515365087,1220665.4083269,1114481.7439876122,1188032.9959871445
2016-12-07,1190875.1376598645,1187648.9482711279,1241695.7247121693,1120629.091708554,1209058.0945360337
2016-12-08,1196122.5366943646,1192187.689348551,1247825.4072282673,1129516.029995505,1210493.3080255662
2016-12-09,1202592.4066437054,1201135.6518634283,1250815.8345735432,1141402.326540137,1218718.1400301133
2016-12-12,1201501.0044964124,1201528.0073169195,1244962.1034505726,1145059.7227760435,1223248.7553903733
2016-12-13,1207685.6277912427,1209231.090084406,1253050.9458158375,1151040.0690376936,1231378.487991539
2016-12-14,1202017.3743389416,1203245.2680228674,1246727.1965749622,1146810.8168611361,1223296.4669725571
2016-12-15,1204710.7646187115,1207202.737388941,1251392.8726632954,1152246.0180950114,1224380.8639070664
2016-12-16,1210934.6698826123,1206236.0059073889,1250841.4736478687,1149192.1565243974,1226762.9655840073
2016-12-19,1208742.6563652325,1206035.392780634,1250209.2935388447,1152936.2011172434,1227484.0849611436
2016-12-20,1210908.73200305,1212110.571985575,1258327.8410928608,1156072.9702284627,1230216.3972360764
2016-12-21,1211581.1230247784,1209584.33266482,1256589.1569269062,1154047.7104392762,1229376.8417169724
2016-12-22,1210729.1990173627,1208602.4644778692,1256185.597139156,1153512.109965176,1228850.7873575364
2016-12-23,1215449.4664428998,1210215.9343017065,1259946.6308687092,1156371.5458357339,1231465.656238762
2016-12-27,1214490.841099577,1210640.835914942,1259978.1063402058,1157684.9279735398,1231181.40531942
2016-12-28,1205565.3257301617,1203344.0823577368,1251090.288999355,1150694.5536620335,1223173.0531160508
2016-12-29,1204428.1811760236,1202208.4888862097,1248065.5557153584,1149780.5381009318,1224060.940788475
2016-12-30,1199996.3364723492,1198646.2236979925,1244784.3546960712,1146187.848994038,1220689.2376482163
2017-01-03,1212937.900191145,1208304.5223639929,1256730.2440259815,1161798.8538700186,1227925.7721979294
2017-01-04,1222324.701273756,1215749.3547366583,1263974.485225475,1170671.8862288748,1234875.6387903367
2017-01-05,1223775.91493495,1213229.8269790136,1262410.823734081,1169746.9676936804,1236183.4261324082
2017-01-06,1228763.2023094464,1221000.603815409,1269801.6559121967,1181375.6959868246,1241313.9312860642
2017-01-09,1225015.688837843,1217073.4435790502,1264412.2265890003,1180319.975870194,1233517.1441194688
2017-01-10,1224539.6377247144,1216115.7185939276,1266137.523834026,1180279.7444911238,1228987.9529306565
2017-01-11,1229005.93720706,1221541.6777785742,1273879.071054256,1181274.1454954057,1233883.6539804612
2017-01-12,1225561.5750835706,1217986.9779990637,1270584.8861425282,1172137.0201904436,1231761.1751939927
2017-01-13,1224978.1581581403,1218972.0676883184,1271115.581197536,1175373.2042396436,1231603.2308046494
2017-01-17,1220865.8822544385,1213426.9854949438,1257943.626327312,1166942.311496968,1230630.4764063035
2017-01-18,1216269.4842823315,1212523.2481578314,1255382.0093152882,1168785.5472645955,1228440.846283165
2017-01-19,1216889.292095976,1207906.575460764,1253219.602922237,1161979.6321779334,1228948.605507103
2017-01-20,1219963.2050674725,1214753.7443736517,1256514.9992845417,1166674.8943743063,1238703.2017709885
2017-01-23,1217636.970410185,1212609.3926642858,1254486.5634401203,1159557.7484843298,1236761.2029688035
2017-01-24,1230301.2238014508,1218945.8670752966,1263161.298185146,1159567.7624247519,1250132.4994547043
2017-01-25,1246101.0865925122,1229932.8270972692,1278083.5280073048,1175597.6960873762,1265478.853580681
2017-01-26,1250423.6733501721,1232012.6789191687,1281723.0548360706,1176164.7162934728,1267899.4088251267
2017-01-27,1252206.719004469,1232508.8159259283,1283024.4944417835,1185487.9245858847,1265850.3558885728
2017-01-30,1247928.243885832,1224997.522058817,1275303.314111507,1177663.970443751,1259347.8850481187
2017-01-31,1241370.49447711,1219182.2928737127,1264045.2600381733,1175426.8701813284,1253429.5437853013
2017-02-01,1243801.876955824,1222838.4667113745,1264503.6638601185,1182363.5556053205,1254159.492023674
2017-02-02,1237127.2765129376,1220877.3988955938,1260136.5708139301,1179713.323799935,1251995.9212991868
2017-02-03,1246548.713063078,1236248.9013389074,1279924.3364198566,1200011.9408455587,1260875.475467888
2017-02-06,1243675.6603802014,1234196.4671596014,1276273.2826879383,1197545.926777369,1260971.2032968674
2017-02-07,1248525.771809416,1237210.9380668127,1279495.824495113,1199920.64533977,1269235.591659752
2017-02-08,1245260.7968414593,1238113.048237177,1275908.647477901,1200785.1085581537,1265738.858001915
2017-02-09,1248437.2921417523,1245027.695371958,1283266.4064424396,1204559.2461828657,1271987.6398965989
2017-02-10,1254434.5005672742,1251749.514448496,1290849.46033839,1209047.8336080576,1280356.4788667832
2017-02-13,1263171.8753021527,1260803.0635379278,1302341.2729738117,1216866.4973040414,1289568.1880647813
2017-02-14,1269441.5990570355,1266648.4613822424,1308750.199609554,1222447.743397017,1293689.4267732773
2017-02-15,1276750.5986202527,1275527.2332671606,1316425.2240560413,1231995.255891274,1304835.712173668
2017-02-16,1278413.431687193,1275117.997335764,1315063.584501064,1237112.7177415204,1305532.0026247178
2017-02-17,1267607.0833996106,1275914.3516372168,1311887.2158010365,1241596.2507060915,1301584.4377443467
2017-02-21,1280872.6591919232,1283800.1807940924,1322268.7780931355,1246629.3588026757,1310193.6397974167
2017-02-22,1280259.2147796918,1285569.5330317938,1322510.5053727985,1246273.5622043577,1312055.0689088975
2017-02-23,1290257.0209660856,1287423.948894831,1326037.8267896534,1252689.3804227358,1319279.6130411301
2017-02-24,1294676.726971182,1287696.9438689672,1324197.0158269764,1256656.7798865247,1321952.8400613938
2017-02-27,1301572.598904257,1291619.01761088,1331105.2555330158,1260702.6832981345,1323145.845287529
2017-02-28,1302188.5462843229,1291356.0074923956,1330018.5423066975,1260876.9892392985,1324676.412513939
2017-03-01,1322730.3120008756,1309942.37355456,1353846.5983751179,1276391.146769219,1345271.9742624436
2017-03-02,1314720.595015173,1302970.1059916937,1341500.7370298267,1272676.588866717,1337698.132396904
2017-03-03,1315869.061855917,1304575.1984713995,1344175.8063142658,1277759.2089950738,1336782.9244424973
2017-03-06,1314283.253098135,1301917.6552718603,1342568.0743768574,1271863.3754945798,1334991.9064066086
2017-03-07,1315994.679234152,1299361.0734733068,1342075.6483018757,1268619.73493986,1335539.7586404954
2017-03-08,1315301.7803655912,1296542.8692515814,1338867.5206430317,1268515.579978871,1333195.3761331711
2017-03-09,1315249.0040251066,1294778.753177973,1336794.9522493244,1271631.5990709597,1330124.518612114
2017-03-10,1318549.67368186,1297893.8195994818,1338723.1854856373,1275075.6977015864,1334575.7242548142
2017-03-13,1319611.0781503965,1296993.0774501287,1338872.6366002918,1274558.7853599917,1332750.7463495408
2017-03-14,1317223.2384153653,1293378.1743300878,1334850.8355119587,1274083.7621205107,1327491.0385324631
2017-03-15,1324989.362795477,1300012.254797312,1341675.2527044178,1280744.9693556945,1336043.1651880417
2017-03-16,1323978.0258032132,1298476.888523432,1341306.6246240498,1274479.342658379,1335610.7519189988
2017-03-17,1321343.8602911283,1290329.2895225012,1337335.7852838398,1254024.7308399435,1333902.1457712327
2017-03-20,1315705.1910692502,1289660.9809211218,1332117.551177776,1256176.303030169,1329628.3582498704
2017-03-21,1302889.7771517087,1274478.501394602,1311184.2776563526,1241142.2194389864,1318308.1312448655
2017-03-22,1303874.5671259214,1272559.050260874,1310439.3650167347,1243175.0205238215,1320037.7702676926
2017-03-23,1300196.6626592923,1271862.398655268,1308344.9444635273,1240254.847431418,1317600.3851740037
2017-03-24,1297086.2974497129,1267838.2314265692,1303771.6659887196,1236269.9389961762,1312162.8155405198
2017-03-27,1296322.0890528013,1262704.5644496405,1298882.388423717,1234793.4550771662,1311127.7504770432
2017-03-28,1302982.390013342,1270981.101490351,1309373.985740459,1239553.193870892,1317549.6247064744
2017-03-29,1296801.6662451078,1267679.640077921,1304799.5101526142,1234175.576352654,1313682.804599968
2017-03-30,1302810.1148210813,1272212.470712992,1312182.3910138966,1239234.7284083697,1315197.7856561814
2017-03-31,1299016.0538526822,1268818.148245188,1306397.7427080036,1237547.2612329621,1311446.5831873093
2017-04-03,1302423.9553724576,1268065.2214911901,1307364.6024415852,1236825.8916162192,1313299.962398735
2017-04-04,1303328.1712671567,1270226.7009509527,1310056.7548635365,1240131.6786695295,1315366.2945749436
2017-04-05,1302742.3802877713,1266438.4957145178,1309483.860318935,1233330.1514087587,1310561.964061943
2017-04-06,1303048.6360288907,1267976.7783950293,1311795.8664262653,1233125.9923891455,1310252.7330362473
2017-04-07,1305148.1992079068,1268966.8228209936,1312531.5814531208,1235883.8917172877,1311779.1341516648
2017-04-10,1300143.2804228116,1268797.9881289923,1312061.8993547321,1232101.2183820195,1308692.955898491
2017-04-11,1302375.1817194272,1269878.6759074652,1313090.958812511,1235110.4969409148,1309174.725239006
2017-04-12,1297817.237209921,1264749.5969260656,1304409.670854366,1233383.5099078394,1305753.0591776047
2017-04-13,1293421.314448004,1256115.9961932623,1296231.5318944813,1227603.1622768675,1299406.4840433274
2017-04-17,1309150.814667349,1267715.6943534338,1311788.6203210712,1236964.7472372823,1312922.1272394334
2017-04-18,1305508.8082472135,1260900.07485232,1303321.4439103962,1230844.4173589693,1306214.4767343674
2017-04-19,1302441.7023607541,1254106.4096396887,1301579.6538770557,1228420.1515053774,1290914.9041254197
2017-04-20,1319072.6506944944,1266299.1020301306,1318631.7940900684,1233978.5488465067,1298405.9912073289
2017-04-21,1317765.8383795072,1264794.171486231,1317677.7834451557,1229376.9279571215,1299708.921032158
2017-04-24,1326257.6802336026,1279009.9153140509,1335678.5745180012,1238585.0759147478,1311451.5252115403
2017-04-25,1336762.9630266477,1294509.3140243017,1356173.6764753223,1247845.867272309,1316160.3348581467
2017-04-26,1334765.757578497,1292697.015426966,1355700.8369787098,1247802.2361274152,1312343.271824089
2017-04-27,1338836.5503183652,1292546.8180678808,1354651.1187780262,1246751.4385104014,1314505.9303095017
2017-04-28,1338499.1778436948,1291827.238182398,1351116.3210561634,1245691.2772474238,1317641.5568735276
2017-05-01,1332988.3205686857,1287704.8958037817,1350593.757760799,1239488.7440331045,1311044.0619775925
2017-05-02,1336208.1736437131,1289767.778404566,1353086.8406751514,1243531.2801116682,1312791.8080179368
2017-05-03,1327869.6409364988,1289705.298483225,1352359.762580669,1239646.8739529902,1310131.7465402756
2017-05-04,1330868.9460607816,1289728.4087890112,1352840.4889505268,1239647.419204085,1312115.3783380662
2017-05-05,1332209.4306436826,1291848.225588175,1356838.504504955,1243268.9309116846,1308418.7257730637
2017-05-08,1332724.0219026853,1292105.157688471,1355817.6176145435,1240864.1102976403,1309323.3649484788
2017-05-09,1331870.1057440091,1291092.2190078222,1354306.2553232075,1241904.6870257135,1307492.3971216355
2017-05-10,1325617.2805029203,1288242.4605658972,1355003.969831264,1228559.492413653,1303503.0341760789
2017-05-11,1325469.3511835386,1286490.786211344,1354556.2661016346,1227876.4246172814,1303545.8743631516
2017-05-12,1322247.7722193052,1283867.3279040777,1351297.9719121815,1226912.7672277933,1301374.711353508
2017-05-15,1326029.5497843076,1288230.3908561193,1356425.952083385,1229019.5446316781,1306676.1884653245
2017-05-16,1319008.7126661588,1287523.33508906,1352644.9028032185,1227992.1285192247,1307568.7418558274
2017-05-17,1304880.2279669095,1265853.0646041357,1327146.0895822407,1208673.8686853682,1292948.4481699143
2017-05-18,1309750.0635725309,1270210.38130221,1332613.5941713215,1213013.1390030105,1295354.7732813035
2017-05-19,1320647.39864028,1278191.1609004461,1343448.1229799152,1217189.1420998864,1306018.164089409
2017-05-22,1333286.8307329465,1281576.3302501165,1353072.2779310108,1216269.6148514028,1315159.72720739
2017-05-23,1334140.4952493955,1284262.7537978613,1358787.4206884266,1217471.648155564,1315042.5305521165
2017-05-24,1340811.041235571,1290697.996460291,1368062.5145032764,1222565.9584979215,1320300.9639780198
2017-05-25,1352145.938332205,1297169.3373778784,1377282.5469262959,1228299.3143411146,1330559.8037988816
2017-05-26,1349680.3714147855,1296907.716194483,1376338.4162195087,1228910.3297667166,1326775.9032861863
2017-05-30,1347223.5288568784,1293477.5446246588,1370909.1314657093,1228121.3846284032,1324540.4975778733
2017-05-31,1345900.039206152,1291379.9274733984,1362495.271629131,1233599.2102605922,1328000.5847971116
2017-06-01,1359383.4382921506,1301056.880300852,1377146.7743833424,1237003.8941661937,1334610.0249673997
2017-06-02,1365292.734047537,1305748.0062449896,1381487.9165399433,1246041.5818776232,1339912.173641411
2017-06-05,1364266.8922029783,1304000.7152961218,1380303.6242978931,1245370.5382202994,1338752.8223611985
2017-06-06,1362166.7510725309,1300124.921266886,1377355.8022249104,1237583.4327513739,1336067.0336038743
2017-06-07,1371551.5368353177,1304648.4839156591,1385419.8861596943,1243805.4184267584,1338259.3407861863
2017-06-08,1369567.0688902189,1306068.5259574377,1389412.0237291218,1243639.782578698,1340787.5899622117
2017-06-09,1368290.3622309018,1313340.8587439978,1389854.7861211658,1251142.7031610038,1345156.0028345261
2017-06-12,1362847.6031309415,1311886.0556643927,1381542.0264070393,1256396.4048486028,1343673.334919182
2017-06-13,1371286.2411962796,1317192.4252360784,1391433.8078439594,1255733.2096205545,1348793.6020700608
2017-06-14,1376860.615442877,1322116.9930976355,1396652.7174871326,1259056.7582647768,1352246.5861704026
2017-06-15,1376873.1202970792,1321463.076073023,1394106.96541003,1259797.7555955264,1356199.88912603
2017-06-16,1383692.2460657407,1322559.9171660864,1397627.759921825,1256416.4736812902,1363284.258152214
2017-06-19,1392986.9054323484,1333283.5354159796,1411961.990920818,1265356.241600846,1369073.6886408005
2017-06-20,1390704.8293138791,1330844.7026713812,1408143.8396680714,1263081.7602465826,1366310.4001199875
2017-06-21,1396894.0642286588,1330112.6948226416,1404607.4763810993,1276506.791832133,1366241.1159250413
2017-06-22,1401993.9656587888,1330508.4936564886,1406175.6127469898,1280972.1999589964,1369133.909778801
2017-06-23,1405261.773001318,1327894.4121879064,1406065.6465223194,1281996.325126965,1372889.097393242
2017-06-26,1403295.6685587217,1330392.1953433477,1406822.2542989613,1284759.3280330512,1371617.238849846
2017-06-27,1397715.8318601896,1323767.030237528,1401632.7937181355,1273311.4519691188,1363886.2310068284
2017-06-28,1405437.9100137998,1333972.0899604284,1414301.6564672352,1284559.459313525,1369012.1137506638
2017-06-29,1394104.352104788,1324403.5007403814,1406092.7786081196,1270980.0018437067,1355978.9570734177
2017-06-30,1395114.675530081,1329853.2585605108,1407245.2958047749,1272212.5734254098,1356827.3045160447
2017-07-03,1402161.7001310636,1338606.536463114,1415449.8398912312,1278256.85413123,1364970.2302515183
2017-07-05,1411336.3446890165,1339269.8023093664,1425639.9428079487,1281224.8641747404,1367519.8111993943
2017-07-06,1400949.3123060514,1329840.1736567938,1416975.8729493977,1267840.7782365766,1359797.7975122605
2017-07-07,1407948.6710630704,1334723.6276877844,1424597.663797176,1270032.6762427164,1365616.3726465378
2017-07-10,1408703.9045530607,1335726.0787948095,1426247.1636293293,1271546.9557720914,1366829.5185205613
2017-07-11,1409845.8962923337,1335918.0259021246,1426802.2985151173,1275655.3365296598,1366986.761669365
2017-07-12,1417290.654221182,1342390.7159961187,1434859.27507571,1280053.9192367482,1372080.8056604539
2017-07-13,1413188.1468874265,1344509.9306663,1434382.5792463184,1283914.3615551973,1370852.5460168992
2017-07-14,1423658.108856802,1349536.9684298956,1439157.6067941547,1295096.7408038431,1379670.182171074
2017-07-17,1420845.258814459,1349449.0883925878,1437385.828182018,1294605.1110703722,1376910.918712822
2017-07-18,1425817.1980253507,1344461.1667731726,1430638.932382381,1297136.337328818,1381909.9923288499
2017-07-19,1435495.6686388303,1349029.519520136,1439323.4233091236,1306225.4652728601,1380758.5468713914
2017-07-20,1442146.0814844419,1347096.8340476477,1442207.3784368397,1308662.6919508693,1381689.1810419236
2017-07-21,1445032.845928793,1346751.1696742498,1443422.1828554035,1310909.417251761,1384927.4701425706
2017-07-24,1439394.2032858182,1342352.815628382,1440645.5206964375,1310569.0156938578,1382809.9438821946
2017-07-25,1439069.2299429227,1350462.7138522589,1456942.4556787373,1308109.7613303934,1382944.7137338792
2017-07-26,1471922.2659555722,1360431.2356036627,1476991.3485601307,1320645.049894488,1409489.4352914963
2017-07-27,1478860.1708723356,1367173.0562556707,1482096.4209230305,1333938.5145859248,1414650.0217096482
2017-07-28,1486159.598713522,1371808.7915252172,1487110.1605775715,1341025.624425528,1417358.7778513108
2017-07-31,1491745.858210211,1376129.7328742468,1491570.6803243519,1344110.775217326,1421956.859691826
2017-08-01,1491178.4937673856,1378319.2865470373,1493876.3328302265,1344956.1488052546,1423778.5211374436
2017-08-02,1488199.2663446714,1380219.598848673,1495068.8436773182,1339338.697316279,1424329.2475626145
2017-08-03,1494544.6923776914,1381081.6625884497,1495849.3182027698,1342369.9264962717,1428819.388195244
2017-08-04,1492986.432522421,1384815.820322367,1502747.382081783,1337569.975939612,1429540.2132990037
2017-08-07,1494777.6337744046,1388354.3509086096,1508877.4968774677,1338149.4157488008,1428874.4614221726
2017-08-08,1493799.8343149472,1386594.6421988928,1506084.2409856678,1335564.3323966814,1427732.3149377976
2017-08-09,1483590.4045969297,1382880.3398612463,1500547.1639211536,1323702.433533217,1424587.5291940842
2017-08-10,1469584.1414018918,1369385.2008460485,1483332.955222881,1307008.156142554,1414637.3803598557
2017-08-11,1475043.213242178,1370553.9986690008,1484798.3762033344,1310760.751361693,1416242.6219217454
2017-08-14,1485225.6596952726,1379426.4046233618,1499821.2575319172,1320095.398115338,1425753.9801599656
2017-08-15,1492658.466047888,1378703.5134204351,1504562.3299405933,1320875.0549047934,1429139.8422281418
2017-08-16,1492957.9317423154,1380868.1927646124,1505014.3540990711,1324552.9251982218,1430619.9111368333
2017-08-17,1479840.9676214505,1364065.8021739447,1488304.1511819721,1307242.388738629,1416398.4331857834
2017-08-18,1473148.2348219205,1357921.0182708227,1485234.8858812214,1302803.0622367826,1411795.5343820725
2017-08-21,1478914.72969306,1360391.0842746221,1488693.9684255482,1307233.2786025968,1416301.6637918625
2017-08-22,1496846.2563101102,1373767.2482970678,1506118.5388772846,1321595.2223400886,1430544.422443596
2017-08-23,1489188.5451170255,1367974.759775492,1500168.2286088825,1312455.4821345564,1425739.7375452195
2017-08-24,1492754.0945135404,1369241.6252578222,1502741.6066949726,1314547.0970942732,1428028.6949121628
2017-08-25,1488692.4295011808,1370307.9752963507,1501005.6263368488,1314229.589151421,1426812.2577783738
2017-08-28,1492243.814804678,1372395.881006571,1501639.8644693256,1318578.4870584875,1425983.4803888474
2017-08-29,1502251.3215910245,1376552.206636759,1508538.0482042194,1323682.3155992972,1434625.068485466
2017-08-30,1500268.8439298917,1379812.7315486395,1512897.2346818806,1325578.394612946,1430958.3261758958
2017-08-31,1507032.7719808866,1385311.3993438208,1518882.9129693867,1331064.6687973181,1435529.3586771165
2017-09-01,1510348.2951551725,1390237.7177127325,1524157.3959138752,1332853.5313839156,1437348.4999811326
2017-09-05,1500466.9075933744,1379769.8127902471,1507851.0337503315,1320739.844796723,1425122.4678384934
2017-09-06,1495996.5618921567,1381968.9875377142,1503338.7140233875,1324409.8317985102,1425640.534450737
2017-09-07,1497326.895439749,1382906.3204253637,1504886.795575893,1321061.4152077585,1428887.1238062058
2017-09-08,1497767.7721563627,1385071.6024440252,1506999.3556878925,1323838.117637965,1431382.2613718186
2017-09-11,1513859.7496076871,1401794.784105631,1524539.245248592,1344833.0673756453,1449640.7745554124
2017-09-12,1509460.8862367917,1406572.906616541,1524287.8094404102,1356894.7890535588,1447316.5535623704
2017-09-13,1513798.833574896,1408718.7740176641,1525739.10663203,1357982.8763352209,1448898.958797661
2017-09-14,1517648.9821554471,1410424.385858866,1527747.4583719135,1361061.8975428874,1451571.7030832444
2017-09-15,1525323.5748239805,1414033.6879580938,1533926.6879690052,1365170.495082133,1458074.8996622239
2017-09-18,1533308.3204752256,1417543.6080745184,1543392.4295690418,1366962.0825417372,1461376.0110284959
2017-09-19,1526042.949394827,1418757.055710169,1543914.0824869038,1368283.4269681172,1458354.5397226487
2017-09-20,1531858.6412969877,1425109.0764964544,1551693.82220248,1375646.8939491126,1465289.972492424
2017-09-21,1529328.114283209,1423334.7396663153,1553370.6079137684,1369891.2945133063,1463539.3242914353
2017-09-22,1524194.439301138,1422316.835472437,1551988.6212137104,1368106.5351653907,1462377.308506218
2017-09-25,1514060.369644766,1419676.7125857794,1538535.2143609882,1368323.3719770703,1456786.901020256
2017-09-26,1514707.3596960355,1417592.2884391272,1535938.3549631,1363940.570324162,1457260.0630228196
2017-09-27,1523153.5683447171,1419562.2420142614,1548100.3103769184,1364500.0860882383,1456822.8883783494
2017-09-28,1525915.4556165983,1424061.324398371,1555545.5859544636,1361692.8819105346,1458906.351009575
2017-09-29,1527738.1549860288,1425868.8889792883,1558575.4578130604,1364949.2171188665,1460381.8676950608
2017-10-02,1539313.888109808,1434929.3081019842,1569095.1683614613,1375228.3908332603,1471113.811794487
2017-10-03,1545818.682692175,1439642.7795299017,1575592.5962217213,1378970.729670653,1473999.0166666184
2017-10-04,1550455.6789804746,1442772.4770358526,1577677.2895238758,1382523.562288731,1476383.303882805
2017-10-05,1551214.1189905454,1448017.8811095678,1585630.1231878162,1382869.1604556662,1480364.21989843
2017-10-06,1552597.7133203794,1447574.763983103,1587990.0133321644,1380332.6080831306,1480902.929500786
2017-10-09,1548965.8883272458,1444656.0468543493,1583169.8820340992,1379546.1093185926,1480828.130771843
2017-10-10,1549950.4047991086,1447918.5679915869,1584262.4264448048,1385523.586176251,1485001.6535455857
2017-10-11,1555267.9462534238,1447834.1819690191,1588409.3992574573,1381221.802191155,1487678.6164362107
2017-10-12,1548189.9306970884,1444327.7146113836,1583853.0374334217,1375099.6801656843,1485669.3857767258
2017-10-13,1548488.2289224912,1445441.0395682775,1584494.1169240833,1375441.1602304808,1485741.4374811326
2017-10-16,1547563.2631136228,1448854.0257056677,1589558.9303129078,1375036.5707059484,1486972.1316644822
2017-10-17,1575273.2598024656,1452443.4611152136,1597741.958221233,1386204.273088799,1500344.346874443
2017-10-18,1588309.0156084348,1464628.2585433447,1608610.1221921802,1392585.6277780996,1526158.7455560837
2017-10-19,1584365.18722785,1462138.4703124487,1604427.645419872,1392162.8358235823,1526604.0987131272
2017-10-20,1606952.1228624631,1472815.764322611,1626474.6739499927,1399412.85962962,1540679.1537210618
2017-10-23,1601137.5906015683,1465687.0304416143,1618586.3920095325,1391043.1776143385,1534354.0167200242
2017-10-24,1608279.5423799802,1479026.2143367254,1636107.0983350636,1391742.057802733,1532085.1327554856
2017-10-25,1595257.2492281247,1468725.8995440924,1624893.9575956226,1374939.9236316248,1517867.8037988816
2017-10-26,1604636.3053575803,1472292.2420962774,1632577.4619214893,1375727.7034871087,1521401.1880075608
2017-10-27,1611657.3225199033,1469335.8907035314,1640553.1194265247,1368883.5605201707,1520279.947872368
2017-10-30,1605964.7860628415,1461403.7862914526,1633660.3017652393,1362776.4834201266,1518851.1140405808
2017-10-31,1607613.3709436704,1463437.3596023046,1637043.8247182728,1364048.1020905175,1517383.6134912644
2017-11-01,1610839.6124903013,1465687.0068973028,1640660.7336690784,1371052.3243408839,1520653.3891184006
2017-11-02,1621049.809885626,1469147.4879592382,1652338.108234203,1369357.7449587446,1527086.0570490037
2017-11-03,1623997.0316950132,1471047.6019309484,1652430.4240529896,1370978.8845940176,1524838.961139885
2017-11-06,1628214.3369051267,1471283.5335067236,1652801.113525188,1370706.787232884,1527633.780193535
2017-11-07,1633497.988966589,1474323.349844309,1653391.2172239185,1380562.1417688185,1535191.7746393357
2017-11-08,1630630.1825243284,1473868.5524486029,1650539.926681316,1382404.8981620336,1535021.067882744
2017-11-09,1627109.3671709348,1469017.587469431,1640556.6682355762,1383084.6822980046,1532336.4922601853
2017-11-10,1623501.2781511594,1466554.7508662664,1637755.4493940235,1379745.548671578,1527852.220943657
2017-11-13,1630313.8458200742,1470879.6847213232,1644839.9793355823,1377746.3343310172,1530905.7625848923
2017-11-14,1626224.601278906,1469370.482569071,1641888.3553922535,1370291.4482447973,1530249.3653146897
2017-11-15,1619223.4269129087,1461317.9254210913,1633236.6104162098,1368177.4666061406,1521872.707271782
2017-11-16,1627033.4664675046,1474156.5892127478,1645311.0945814014,1378731.7719530568,1529798.9726526414
2017-11-17,1618805.6052271177,1470122.7813838446,1638544.1703603626,1372247.2843282858,1522396.7908594285
2017-11-20,1623685.2939363767,1475305.314359995,1645430.7360837818,1370154.4939305235,1530171.5143472825
2017-11-21,1638064.2035929014,1485786.0471118414,1657646.2813451649,1377683.7611745,1543754.2904855881
2017-11-22,1627618.659861212,1482474.9763453924,1650830.7287938953,1374981.2863185355,1537367.7010309373
2017-11-24,1633625.1090112973,1484110.1118663275,1654018.8453786732,1376680.9606757665,1542799.5775949631
2017-11-27,1633918.784117346,1486085.8261760199,1653432.7165983082,1377737.685261334,1545245.0429880295
2017-11-28,1653516.086157446,1501761.314222666,1677709.2040708424,1388433.629206265,1561382.442341057
2017-11-29,1669430.7802797605,1514291.8436530554,1688177.4965818287,1398788.6713662993,1570338.6360361252
2017-11-30,1700952.7485529233,1540523.0842307531,1724494.211169994,1416506.2330381018,1595282.4639322434
2017-12-01,1688687.5147768308,1538514.993318888,1716535.755309856,1416403.8908150487,1586011.6546289597
2017-12-04,1685531.0287538816,1547382.0935424292,1709142.6656492115,1437046.5170911185,1588651.871914116
2017-12-05,1676828.4220758725,1539382.3600562536,1702141.9593847157,1424685.672065556,1581731.2195627366
2017-12-06,1681703.3178201963,1533689.307466837,1704947.4422643543,1416814.6227237594,1584391.6318857346
2017-12-07,1688883.1933351804,1538643.313484522,1715201.2615812183,1414689.1201354873,1587391.985119072
